naAromAtom,nAtom,nN,nO,nS,nF,nCl,BCUTw-1h,BCUTp-1l,BCUTp-1h,nBondsD,SpMax1_Bhs,SpMax2_Bhs,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C3SP3,C4SP3,SCH-7,SC-3,VC-3,SPC-4,MIC0,nAtomLAC,piPC6,R_TpiPCTPC,n5Ring,n6Ring,nFRing,nF9Ring,nF10Ring,nFG12Ring,nHeteroRing,n6HeteroRing,VE3_D,VR1_D,class_label
23,58,4,3,0,0,1,34.96885421,4.503753924,11.7503785,3,4.579310352,4.57889873,0,1,20,3,2,0,0,0.645374321,2.5518716969999997,0.993137658,5.182478013,17.48819032,2,6.875458042999999,13.88481417,1,3,0,0,0,0,1,0,-3.8628508530000003,460.84274630000004,active
11,56,4,1,0,0,0,15.99492246,5.102108272,12.70625234,2,4.940851245,4.133546798,0,1,9,1,1,3,1,1.001320587,2.4757685819999997,1.5947241719999998,4.7602814239999995,12.29808565,2,6.383189862,5.187206843,1,1,7,0,0,0,1,0,-4.676476117,269.7964975,active
23,69,5,4,1,1,0,31.97207301,4.044545532,11.77725397,3,4.944734468,4.807708585,0,3,14,4,2,1,0,0.611229302,4.525043587,1.940154399,8.158671753,19.02696217,3,6.643016322,8.642853605,1,3,0,0,0,0,1,0,-13.46273532,658.5197919,active
23,69,5,4,1,1,0,31.97207301,4.044545532,11.77725397,3,4.944734468,4.807708585,0,3,14,4,2,1,0,0.611229302,4.525043587,1.940154399,8.158671753,19.02696217,3,6.643016322,8.642853605,1,3,0,0,0,0,1,0,-13.46273532,658.5197919,active
18,70,3,5,1,1,0,31.97207296,4.044055753,11.71462649,4,4.9544400280000005,4.820066654,0,2,14,4,3,1,0,0.330294582,4.455620977,1.925051769,7.985695752000001,18.40564409,3,6.0257149960000005,4.297805851000001,0,3,0,0,0,0,0,0,-9.919292394,683.8600372999999,active
18,71,3,4,1,1,0,31.9726787,4.044017234,11.70959487,3,4.964236625,4.832526963,0,1,14,4,4,1,0,0.330294582,4.4081267969999995,2.05867048,6.755575887000001,17.72059221,3,5.981256371000001,4.175238229,0,3,0,0,0,0,0,0,-7.5883016670000005,657.0482007,active
18,71,3,6,1,1,0,31.97207303,4.0441870060000005,11.73155873,4,4.9840833710000005,4.85775778,0,2,14,4,3,1,0,0.32146577,4.326041493,1.873022889,7.802218569,18.80919317,3,6.105211672,4.288911495,0,3,0,0,0,0,0,0,-10.97815339,841.9839421,active
18,68,3,5,1,1,0,31.97207296,4.044847038,11.81588526,4,4.984065313,4.857757727,0,2,14,4,3,1,0,0.652998923,4.037335986,1.779397264,7.661924985,18.62330892,0,6.292841478,5.09228972,1,3,0,0,0,0,1,0,-10.80338863,769.8919003,inactive
12,85,4,4,0,2,0,18.99941644,4.233713684,10.9120735,3,5.096254588,4.999577418,0,3,9,3,9,1,0,0.280420331,2.991648503,1.453755745,5.911837247,15.50692588,4,5.763033605,3.27314038,0,2,0,0,0,0,0,0,-12.52778223,554.5596004,active
12,91,4,4,0,2,0,18.99941701,4.237397766,11.02996674,3,5.085466329,4.987920204,0,3,8,4,11,2,0,0.330804088,4.063520078,2.218190315,7.489168487000001,15.10249299,4,5.870355674,3.246304791,0,2,0,0,0,0,0,0,-13.37230246,556.3369297999999,active
12,88,4,4,0,2,0,18.99941672,4.234941711,10.95137216,3,5.0997837530000005,5.003388444,0,3,8,4,10,1,0,0.330804088,3.280323637,1.6204224109999998,6.20191841,15.29938064,4,5.8590040089999995,3.307357595,0,2,0,0,0,0,0,0,-10.10402939,576.920232,active
12,85,4,4,0,2,0,18.99941644,4.233713684,10.9120735,3,5.096254588,4.999577418,0,3,9,3,9,1,0,0.280420331,2.991648503,1.453755745,5.911837247,15.50692588,4,5.763033605,3.27314038,0,2,0,0,0,0,0,0,-12.52778223,554.5596004,active
10,19,2,0,0,0,0,14.00408318,5.568229252999999,8.97078429,0,4.043118215,3.552053557,0,1,7,1,0,0,0,0.282117557,0.622008468,0.222418655,1.291973768,11.44461845,0,5.527815684,10.74367751,0,2,1,0,1,0,1,1,-4.0955527830000005,76.75535012,inactive
12,29,2,0,0,0,0,14.00408721,5.574842082999999,8.927739457000001,0,3.950053065,3.8347798269999998,0,1,9,1,0,0,0,0.21442768199999998,0.696923425,0.283673822,1.210329779,10.46370647,2,4.741665931,5.571138211,0,2,0,0,0,0,1,1,-4.802112279,93.03385374,inactive
15,33,3,0,0,0,0,14.00509684,5.583148604,9.469820959,0,4.077308535,3.95971619,0,2,9,2,0,0,0,0.45256011799999996,1.030256758,0.43917593899999996,2.1050262980000003,11.12953736,2,5.812403295,7.996067237,1,2,1,1,0,0,2,1,-4.7209296389999995,274.843593,inactive
18,43,2,1,0,0,0,15.99492068,4.878688371,10.20390509,0,4.004319017,3.9408370319999997,0,1,13,3,0,0,0,0.35633507299999995,1.234380904,0.518381871,2.549713055,11.58268903,2,6.079790163999999,10.07250164,0,3,0,0,0,0,1,1,-5.401819044,283.1379834,inactive
18,47,4,1,0,0,0,15.99492171,5.054435961,10.17226352,0,4.036275173,3.966480834,0,4,9,3,3,0,0,0.35633507299999995,1.1439505509999999,0.489277685,2.7328294580000003,12.93758362,3,6.10646594,9.703236607000001,0,3,0,0,0,0,2,2,-10.68884269,562.6507177999999,inactive
18,41,4,1,0,0,0,15.9949212,4.836775613,10.11331679,0,4.015981335,3.942578084,0,4,9,3,1,0,0,0.35633507299999995,1.1439505509999999,0.489277685,2.792616036,13.45926293,0,6.073332511,10.05244175,0,3,0,0,0,0,2,2,-6.123823216,251.64157830000002,inactive
18,37,4,0,0,0,0,14.00982153,5.88637157,9.975909924,0,4.000948323,3.9339401069999997,0,4,9,3,1,0,0,0.308222551,0.9398264059999999,0.421236303,2.347929278,11.57182694,0,5.929339777,9.925199635,0,3,0,0,0,0,2,2,-6.232080527999999,243.0476952,inactive
12,28,3,0,0,0,0,14.00951576,5.862317992,9.129435228,0,3.941126658,3.8187276810000004,0,2,8,1,1,0,0,0.21442768199999998,0.606493072,0.254569636,1.453232759,11.63918594,0,4.716823361,5.54941565,0,2,0,0,0,0,1,1,-4.160489392,87.64072856,inactive
27,56,4,1,0,0,0,15.99492349,5.9186665839999995,10.68187734,0,4.102639893,3.955778622,0,3,17,5,2,0,0,0.651408845,1.606493072,0.737726058,4.195155543,12.08416545,0,6.717899159,12.76327676,1,4,1,1,0,0,2,1,-8.436697911,446.9641642,active
12,28,3,0,0,0,0,14.00951576,5.862317992,9.129435228,0,3.941126658,3.8187276810000004,0,2,8,1,1,0,0,0.21442768199999998,0.606493072,0.254569636,1.453232759,11.63918594,0,4.716823361,5.54941565,0,2,0,0,0,0,1,1,-4.160489392,87.64072856,inactive
12,75,4,4,0,0,0,15.997952100000001,4.625238481,10.4929276,5,4.624855834,4.603223604,0,5,11,3,6,0,0,0.185605508,1.823320557,0.7559174259999999,4.222575083,13.62721696,5,5.8098302539999995,4.18264055,0,2,0,0,0,0,0,0,-3.6402489769999997,709.6983717999999,inactive
18,74,3,6,1,0,0,31.972072999999998,4.624640589,10.7119531,4,5.034630518999999,4.70163053,0,2,15,3,5,0,0,0.266603104,2.9128922060000004,0.95904147,4.438408356,16.87912242,5,5.943127405,4.5269594589999995,0,3,0,0,0,0,0,0,-3.866101128,565.0888962,inactive
18,68,4,3,0,0,0,15.9969427,4.606532071,10.90236088,2,4.661719496,4.6526538639999995,0,2,13,5,4,0,0,0.292643595,1.766953231,0.742808048,4.110553717,13.35191617,5,6.430928424,8.965827486,0,3,0,0,0,0,0,0,-3.552409059,803.1909588,inactive
18,79,4,5,1,0,0,31.97207309,5.64872546,11.79463718,4,5.02919007,4.71670827,0,2,14,4,2,0,0,0.380391335,3.717082736,1.577201736,6.954413594,16.50048514,4,6.081647971000001,4.096370604,0,3,0,0,0,0,0,0,-29.15474814,652.0138201000001,active
18,84,5,5,1,0,0,31.9720732,5.66575559,12.33963189,4,5.0160066080000005,4.70432616,0,2,14,4,2,0,0,0.380391335,3.5504160689999997,1.670979098,8.487105664,16.57500408,4,6.101999154,4.049915398,0,3,0,0,0,0,0,0,-14.19930812,672.9355003,active
18,85,4,5,1,0,0,31.97207319,5.668372896,12.42338156,4,5.03698799,4.72825605,0,2,14,4,4,0,0,0.380391335,3.5504160689999997,1.792976449,8.487105664,16.02805644,4,6.101999154,4.049915398,0,3,0,0,0,0,0,0,-14.19930812,672.9355003,active
18,84,4,5,1,1,0,31.97207322,4.044691565,11.79615516,4,4.985957142,4.860144555,0,2,14,4,5,1,0,0.32146577,5.362293897,2.7458582469999997,7.968324317,17.55688256,4,6.140826996,4.138230735,0,3,0,0,0,0,0,0,-12.79811574,911.8438193,active
18,78,4,5,1,1,0,31.97207312,4.04467239,11.79369789,4,4.994449273,4.870957571,0,2,14,4,4,0,0,0.32146577,3.801633725,1.495858247,7.218324317,18.12523215,4,6.132177124,4.257002315,0,3,0,0,0,0,0,0,-12.3504194,609.0541461,active
18,72,4,5,1,1,0,31.97207302,4.044644173,11.790012800000001,4,4.989087996,4.864130728,0,2,14,4,2,0,0,0.32146577,3.801633725,1.495858247,7.28735991,18.76457908,4,6.123451779,4.378705053,0,3,0,0,0,0,0,0,-11.8354465,625.3765206,active
18,79,4,5,1,1,0,31.97207317,4.044679061,11.79454843,4,5.0480246,4.9392337180000006,0,2,14,4,2,0,0,0.452911625,4.00575787,1.6401958140000001,7.3626618839999995,18.02114762,4,6.145124035,4.103691937,0,3,0,0,0,0,0,0,-12.8259608,855.8715752999999,active
18,76,4,5,1,1,0,31.97267892,4.044065067,10.98521985,4,5.065785364,4.957072804,0,2,14,4,2,0,0,0.461740438,4.07118345,1.5439092580000002,5.768620899,18.32379404,4,6.09314643,4.127293578,0,3,0,0,0,0,0,0,-11.09054683,743.5842031000001,active
18,79,4,5,1,0,0,31.97207309,5.64872546,11.79463718,4,5.02919007,4.71670827,0,2,14,4,2,0,0,0.380391335,3.717082736,1.577201736,6.954413594,16.50048514,4,6.081647971000001,4.096370604,0,3,0,0,0,0,0,0,-29.15474814,652.0138201000001,active
18,84,5,5,1,0,0,31.9720732,5.66575559,12.33963189,4,5.0160066080000005,4.70432616,0,2,14,4,2,0,0,0.380391335,3.5504160689999997,1.670979098,8.487105664,16.57500408,4,6.101999154,4.049915398,0,3,0,0,0,0,0,0,-14.19930812,672.9355003,active
18,85,4,5,1,0,0,31.97207319,5.668372896,12.42338156,4,5.03698799,4.72825605,0,2,14,4,4,0,0,0.380391335,3.5504160689999997,1.792976449,8.487105664,16.02805644,4,6.101999154,4.049915398,0,3,0,0,0,0,0,0,-14.19930812,672.9355003,active
18,78,4,5,1,1,0,31.97207312,4.04467239,11.79369789,4,4.994449273,4.870957571,0,2,14,4,4,0,0,0.32146577,3.801633725,1.495858247,7.218324317,18.12523215,4,6.132177124,4.257002315,0,3,0,0,0,0,0,0,-12.3504194,609.0541461,active
18,79,4,5,1,1,0,31.97207317,4.044679061,11.79454843,4,5.0480246,4.9392337180000006,0,2,14,4,2,0,0,0.452911625,4.00575787,1.6401958140000001,7.3626618839999995,18.02114762,4,6.145124035,4.103691937,0,3,0,0,0,0,0,0,-12.8259608,855.8715752999999,active
18,79,4,5,1,0,0,31.97207309,5.64872546,11.79463718,4,5.02919007,4.71670827,0,2,14,4,2,0,0,0.380391335,3.717082736,1.577201736,6.954413594,16.50048514,4,6.081647971000001,4.096370604,0,3,0,0,0,0,0,0,-29.15474814,652.0138201000001,active
11,106,6,8,1,0,0,31.97207359,5.321116488,11.79291843,6,5.11986954,4.809123521,0,5,6,2,10,3,0,0.42002655200000005,5.795647396000001,2.912252248,10.13584366,16.6376922,8,6.01080751,3.449460203,1,1,0,0,0,0,1,0,-8.793988015,1947.538983,inactive
12,104,5,7,1,0,0,31.97207353,5.321121283,11.79390275,6,5.071956579,4.7602819730000006,0,4,9,3,8,3,0,0.176776695,5.301853904,2.750578405,9.371299059,16.04619487,8,6.002497213,3.5254629630000003,0,2,0,0,0,0,0,0,-8.831553578,668.0147334,active
18,89,3,6,0,0,0,15.99997687,4.820344428,10.95511007,3,4.752766814,4.717925695,0,3,13,5,8,0,0,0.307871044,2.34526264,1.027148676,5.677951956,13.35935971,4,6.100038644,3.716519874,0,3,0,0,0,0,0,0,-6.484847312,601.3739224999999,active
18,90,4,5,0,0,0,15.99896912,4.82039171,10.96970487,3,4.722692661,4.685308929,0,3,13,5,6,0,0,0.307871044,2.635343803,1.2547323540000002,6.339175,13.35840379,4,6.115063967999999,3.713565022,0,3,0,0,0,0,0,0,-6.234029633,631.3195675,active
18,83,3,6,0,0,0,15.99997381,4.419873557,10.94037166,3,4.827678448,4.731498403,0,3,13,5,6,0,0,0.307871044,2.442893713,1.0311255559999999,5.698172013,13.66190496,4,6.064075863999999,3.735072816,0,3,0,0,0,0,0,0,-6.896148555,598.4175392999999,active
18,85,4,6,0,0,0,15.99997688,4.729715714,10.96475552,3,4.779607885,4.742061182,0,3,13,5,6,0,0,0.377961159,2.7315688469999997,1.118943174,6.106420303999999,14.08939574,4,6.113820445,3.7358965360000003,0,3,0,0,0,0,0,0,-7.332478506,595.0701353999999,active
18,86,4,4,0,2,0,18.9994173,4.234737061000001,10.94482651,3,5.049759686,4.949256527,0,3,12,6,7,0,0,0.419897546,3.0202439819999998,1.220205481,6.311865806,15.43364729,4,6.183504352999999,3.737533845,0,3,0,0,0,0,0,0,-8.114019213999999,615.6324816,active
18,72,4,4,0,0,0,15.99795307,4.483740536,10.91640151,2,4.675987193,4.643885869,0,2,13,5,4,0,0,0.316699856,2.023603362,0.8790661,4.619511535,13.77974362,4,6.0170713760000005,3.971533258,0,3,0,0,0,0,0,0,-7.340290887,641.0094357999999,active
18,84,4,4,0,0,0,15.99795717,4.169057077,10.95044305,2,4.70588312,4.678336559,0,2,13,5,6,0,0,0.316699856,2.1470178580000003,1.019999806,5.081023897,13.11609611,4,6.032186537,3.843475073,0,3,0,0,0,0,0,0,-7.1779293520000005,627.0705469,active
18,81,4,4,0,0,0,15.99795615,4.518124483,10.93359752,2,4.6944388660000005,4.663045865,0,2,13,5,6,0,0,0.316699856,2.1470178580000003,0.985482009,5.140810475,13.26892717,4,6.064075863999999,3.914587576,0,3,0,0,0,0,0,0,-7.536748429,556.5547454,active
18,84,4,5,0,2,0,18.99941769,4.2345449219999995,10.9386778,3,5.03370605,4.931831526,0,3,13,5,6,0,0,0.419897546,3.0202439819999998,1.170395732,6.311865806,16.11155367,4,6.183504352999999,3.737533845,0,3,0,0,0,0,0,0,-8.114019213999999,615.6324816,active
18,84,4,5,0,0,0,15.99896652,4.7296145130000005,10.95005235,3,4.761632721000001,4.723334406,0,3,13,5,6,0,0,0.307871044,2.442893713,1.044407574,5.698172013,13.66259181,4,6.064075863999999,3.735072816,0,3,0,0,0,0,0,0,-6.896148555,598.4175392999999,active
18,83,3,4,0,0,0,15.99795408,4.820313242,10.92798757,2,4.71733959,4.690551333,0,2,13,5,7,0,0,0.336628716,2.2315688469999997,1.068815343,5.034317403,12.64087986,4,5.884018525,3.560026738,0,3,0,0,0,0,0,0,-8.275744544,534.5857115,active
12,74,5,3,1,3,0,31.972072999999998,3.8596627289999996,12.274254699999998,3,5.15162179,5.1195656739999995,0,3,7,2,5,2,0,0.587949992,3.923642193,2.03179083,8.465419707,19.79354805,4,6.031286041,3.743536528,0,2,0,0,0,0,1,1,-7.7521297570000005,406.4180932,active
12,72,5,4,1,2,0,31.97207294,4.234482269,11.65015816,3,5.127065293,5.08476388,0,3,7,2,3,2,0,0.587949992,4.09030886,1.816016117,6.8636920429999995,19.78393534,4,6.014326216000001,3.735719585,0,2,0,0,0,0,1,1,-9.570877532,634.3678851,active
12,62,5,3,1,2,0,31.97207273,4.205631927,11.55744245,3,5.141896999,5.103105374,0,3,7,2,3,2,0,0.475141655,3.693819296,1.5551206030000002,5.781832491,20.47160768,3,5.917212333999999,3.8946280989999997,0,2,0,0,0,0,1,1,-6.883395162,539.5831926,active
12,67,4,4,1,2,0,31.97207283,4.1962592469999995,12.18135072,3,5.145509509,5.111999968,0,3,7,2,5,2,0,0.475141655,3.5271526289999997,1.7708953159999998,7.314524562000001,19.92962574,3,5.941157607999999,3.835835153,0,2,0,0,0,0,1,1,-6.268618173999999,382.9754421,active
12,73,4,4,1,2,0,31.97207293,4.197257018999999,12.30906698,3,5.16393043,5.134799724,0,3,7,2,6,1,0,0.505309549,3.4581170360000004,1.677639238,7.479082186,19.17171601,3,6.034284544,3.826105865,0,2,0,0,0,0,1,1,-5.143238743,391.73969639999996,active
12,71,5,3,1,1,0,31.9720728,3.858634059,12.19583777,3,5.123486407,5.009293029,0,3,7,2,5,2,0,0.36311515299999997,3.148047142,1.754503485,7.307007844,18.13829021,4,5.826921512,3.7513513510000003,0,2,0,0,0,0,1,1,-7.832957391,334.81785360000003,active
12,62,5,3,1,2,0,31.97207273,4.205631927,11.55744245,3,5.141896999,5.103105374,0,3,7,2,3,2,0,0.475141655,3.693819296,1.5551206030000002,5.781832491,20.47160768,3,5.917212333999999,3.8946280989999997,0,2,0,0,0,0,1,1,-6.883395162,539.5831926,active
12,73,4,4,1,2,0,31.97207293,4.197257018999999,12.30906698,3,5.16393043,5.134799724,0,3,7,2,6,1,0,0.505309549,3.4581170360000004,1.677639238,7.479082186,19.17171601,3,6.034284544,3.826105865,0,2,0,0,0,0,1,1,-5.143238743,391.73969639999996,inactive
12,67,4,4,1,2,0,31.97207283,4.1962592469999995,12.18135072,3,5.145509509,5.111999968,0,3,7,2,5,2,0,0.475141655,3.5271526289999997,1.7708953159999998,7.314524562000001,19.92962574,3,5.941157607999999,3.835835153,0,2,0,0,0,0,1,1,-6.268618173999999,382.9754421,inactive
12,74,5,3,1,3,0,31.972072999999998,3.8596627289999996,12.274254699999998,3,5.15162179,5.1195656739999995,0,3,7,2,5,2,0,0.587949992,3.923642193,2.03179083,8.465419707,19.79354805,4,6.031286041,3.743536528,0,2,0,0,0,0,1,1,-7.7521297570000005,406.4180932,active
12,72,5,4,1,2,0,31.97207294,4.234482269,11.65015816,3,5.127065293,5.08476388,0,3,7,2,3,2,0,0.587949992,4.09030886,1.816016117,6.8636920429999995,19.78393534,4,6.014326216000001,3.735719585,0,2,0,0,0,0,1,1,-9.570877532,634.3678851,active
12,71,5,3,1,1,0,31.9720728,3.858634059,12.19583777,3,5.123486407,5.009293029,0,3,7,2,5,2,0,0.36311515299999997,3.148047142,1.754503485,7.307007844,18.13829021,4,5.826921512,3.7513513510000003,0,2,0,0,0,0,1,1,-7.832957391,334.81785360000003,active
6,92,3,6,0,0,0,15.99996919,4.332107509,11.03058897,2,4.9262577069999995,4.8988577939999995,0,2,5,1,9,4,1,0.144337567,3.553132307,2.503336654,7.618735247,13.15166039,10,5.276838335,2.35215846,0,1,0,0,0,0,0,0,-13.53381029,453.94503849999995,inactive
18,94,3,5,1,2,0,31.97207344,4.240769775,12.42847088,4,5.107655653,5.068985256,0,2,14,4,6,0,0,0.360971981,3.591643869,1.5098294330000002,6.813441795,17.16423778,7,5.785746412999999,2.81080449,0,3,0,0,0,0,0,0,-6.535405445,542.9726727000001,active
18,88,4,6,1,2,0,31.97207341,4.2384468989999995,11.59224523,4,5.116775779,5.079629682,0,3,11,4,7,0,0,0.3742152,3.69436662,1.417398706,5.703675507000001,18.64886986,4,5.700025426,2.759127789,0,3,0,0,0,0,1,1,-12.91794051,677.7881837,active
18,88,4,6,1,2,0,31.97207341,4.238436722,11.58963984,4,5.11677578,5.079629682,0,3,11,4,7,0,0,0.3742152,3.69436662,1.417398706,5.703675507000001,18.64886986,4,5.700025426,2.759127789,0,3,0,0,0,0,1,1,-12.91794051,677.7881837,active
12,89,4,7,1,2,0,31.97207337,4.001097685,11.54223487,5,5.181958771000001,5.160179164,0,2,9,3,9,0,0,0.30204641600000004,3.898490765,1.4016096480000002,5.55933794,18.96186414,4,5.5502913000000005,2.497925885,0,2,0,0,0,0,0,0,-15.57194749,580.6294068,active
12,87,3,6,2,2,0,31.97307551,4.240940796,12.23067504,4,5.235656774,5.2266854689999995,0,1,9,3,8,0,0,0.360971981,3.69436662,1.7364342990000001,5.639731592,19.85127025,4,5.569536541000001,2.405338542,1,2,0,0,0,0,1,0,-7.7447180939999996,548.1433188999999,active
12,82,3,6,1,5,0,31.97207339,2.98447662,11.46765692,4,5.5838342,5.218963858,0,1,9,3,8,0,0,0.30204641600000004,5.050902647,1.4780679190000001,6.020662806,20.89644878,4,5.534623904,2.489003341,0,2,0,0,0,0,0,0,-8.291457464,538.115242,active
12,83,4,6,1,2,0,31.97207326,3.7592227360000003,11.52109088,4,5.1482950039999995,5.118553334,0,1,9,3,7,0,0,0.30204641600000004,3.490242475,1.299547575,5.270662806,19.13051748,4,5.561882832,2.575171821,0,2,0,0,0,0,0,0,-8.407009839,575.7331717000001,active
12,79,3,6,1,2,0,31.972073100000003,4.237686523,11.39760386,4,5.154382025,5.12607592,0,1,9,3,6,0,0,0.30204641600000004,3.490242475,1.299547575,5.355213795,19.00031958,4,5.514688034,2.627001232,0,2,0,0,0,0,0,0,-6.425714978999999,2485.6600120000003,active
18,85,4,6,1,2,0,31.97207336,4.239728699,11.92038007,4,5.123279455,5.087660511,0,4,11,4,6,0,0,0.433492272,3.809054624,1.445630451,6.3689609460000005,18.93546636,4,5.816552968,2.957691838,0,3,0,0,0,0,1,1,-6.772422811,540.7574672000001,active
17,82,5,5,1,2,0,31.97207325,4.239290283,11.80814638,4,5.137705162,5.105472897,0,5,9,3,6,0,0,0.444305315,3.603936267,1.364813644,5.889508147999999,19.22580628,4,5.711874645,2.7920371339999996,1,2,0,0,0,0,1,0,-6.485848896,629.6214338999999,active
18,83,5,5,1,2,0,31.9720733,4.239450989,11.84928675,4,5.120127274,5.083769523,0,5,10,3,6,0,0,0.360971981,3.603936267,1.373461667,5.889508147999999,19.12488565,4,5.760871442000001,2.9390862939999995,0,3,0,0,0,0,1,1,-6.874944426,562.5513092,active
17,85,5,5,1,2,0,31.9720733,4.239477966,11.85619299,4,5.140429336,5.108838288,0,2,12,3,7,0,0,0.48624170200000005,3.892611402,1.517799235,6.238672874,18.92158419,4,5.751977224,2.8119974869999997,1,2,0,0,0,0,1,0,-6.863141921,562.1242852999999,active
18,84,4,5,1,2,0,31.9720733,4.239654541,11.90139567,4,5.103852461000001,5.063690042,0,4,11,4,6,0,0,0.360971981,3.603936267,1.392245278,5.889508147999999,18.55498092,4,5.760871442000001,2.9390862939999995,0,3,0,0,0,0,1,1,-6.874944426,562.5513092,active
12,82,3,5,1,2,0,31.97207314,4.238880127,11.70314752,4,5.224754905,5.213172155,0,2,9,3,6,1,0,0.45748403,3.603936267,1.4611440409999998,5.653805887000001,18.21503629,4,5.546397402999999,2.5126133790000003,0,2,0,0,0,0,0,0,-6.27778734,1148.070951,active
12,82,3,6,1,2,0,31.97207315,4.238377808,11.57455694,4,5.167853398,5.142736536,0,2,9,3,7,0,0,0.30204641600000004,3.490242475,1.330049692,5.270662806,18.68965564,4,5.522710137000001,2.586976048,0,2,0,0,0,0,0,0,-6.638235669,1049.390896,active
12,78,3,5,1,2,0,31.97207304,4.2378410639999995,11.43715934,4,5.154378327,5.12607592,0,2,9,3,7,0,0,0.30204641600000004,3.609815631,1.3599429809999999,5.135574254,18.61735597,4,5.498448144,2.674459288,0,2,0,0,0,0,0,0,-6.511611162,11741.71232,active
18,84,4,5,1,2,0,31.9720733,4.239613831000001,11.89097389,4,5.103852502,5.063690042,0,4,11,4,6,0,0,0.360971981,3.603936267,1.392245278,5.889508147999999,18.55498092,4,5.760871442000001,2.9390862939999995,0,3,0,0,0,0,1,1,-6.874944426,562.5513092,active
12,88,3,6,1,2,0,31.97207325,4.238761047,12.36418567,4,5.170941757,5.147191326000001,0,1,9,3,6,0,0,0.30204641600000004,3.477950077,1.41713173,6.279147442,18.11812639,7,5.546397402999999,2.504086809,0,2,0,0,0,0,0,0,-6.784465022999999,561.3799485000001,active
18,97,4,6,1,2,0,31.97207356,4.239521423,12.38852006,4,5.1336943360000005,5.101136399,0,3,11,4,7,0,0,0.3742152,3.682074222,1.53498286,6.627609155,17.87226468,7,5.726440499,2.641784038,0,3,0,0,0,0,1,1,-9.862528823,572.2966772000001,active
18,97,4,6,1,2,0,31.97207356,4.239511246,12.38819436,4,5.133694337,5.101136399,0,3,11,4,7,0,0,0.3742152,3.682074222,1.53498286,6.627609155,17.87226468,7,5.726440499,2.641784038,0,3,0,0,0,0,1,1,-9.862528823,572.2966772000001,active
18,93,4,5,1,2,0,31.97207345,4.2406883539999995,12.42586491,4,5.122223426000001,5.086970551,0,4,11,4,6,0,0,0.360971981,3.591643869,1.5098294330000002,6.813441795,17.74507078,7,5.785746412999999,2.81080449,0,3,0,0,0,0,1,1,-6.535405445,542.9726727000001,active
18,95,3,6,1,2,0,31.97207351,4.240827209,12.43030931,4,5.124956888,5.090346548,0,2,14,4,6,0,0,0.433492272,3.880319004,1.5843650319999998,7.162606522000001,17.54093892,7,5.8525616110000005,2.8448509489999996,0,3,0,0,0,0,0,0,-6.661863795,563.8183387999999,active
18,98,3,6,1,2,0,31.97207356,4.240836868,12.43061868,4,5.110679014,5.072716967,0,2,14,4,6,0,0,0.40908450399999996,3.7957680139999996,1.577870815,7.306241075,17.30788653,7,5.934728838,2.88038225,0,3,0,0,0,0,0,0,-7.887276306,731.2488732,active
17,67,4,3,1,0,1,34.969381299999995,3.9756485969999997,13.3562965,3,4.758277013,4.754031831,0,3,10,5,4,0,0,0.527523191,1.9264191769999999,0.896279589,4.484293978,19.52856815,4,6.793851427999999,13.90612641,1,2,0,0,0,0,1,0,-6.9000981260000005,693.6863975,active
17,65,4,3,1,0,1,34.969381299999995,3.975649857,13.35724085,3,4.80510555,4.800949225,0,3,10,5,3,1,0,0.658969047,2.130543322,1.100403735,4.628631545,19.78565763,3,6.80055279,13.55059115,1,2,0,0,0,0,1,0,-7.974329826,1167.642034,active
17,64,4,3,1,0,1,34.96938126,3.975646455,13.35384027,3,4.7406975330000005,4.736439068999999,0,3,10,5,4,0,0,0.527523191,1.9264191769999999,0.896279589,4.484293978,19.94358879,3,6.790483831,14.09345455,1,2,0,0,0,0,1,0,-10.94644576,560.8629602999999,active
17,61,4,3,1,3,1,34.96938141,3.14406941,13.34786189,3,5.4233648389999995,4.777499143,0,3,10,5,4,0,0,0.527523191,3.4870793489999996,1.074799933,5.234293978,24.45923897,3,6.797207723,13.64986889,1,2,0,0,0,0,1,0,-7.390601462,477.503324,active
17,61,3,3,1,0,1,34.96938117,3.975589711,13.29491239,2,4.734014847,4.129911406000001,0,2,11,4,4,0,0,0.538336234,1.728174395,0.8299566009999999,3.897086622,19.76832351,3,6.74033465,13.90822207,1,2,0,0,0,0,1,0,-7.97585074,3089.324567,active
17,51,3,2,1,0,1,34.96885422,5.045978881,13.57086463,2,4.663000915,4.080983539,0,2,11,4,2,0,0,0.538336234,1.8477475509999999,0.8451947240000001,3.7619980710000003,20.54948308,3,6.710332775,14.42467311,1,2,0,0,0,0,1,0,-3.533168968,310.3698503,active
17,51,3,2,1,0,1,34.96938098,5.049732822,13.25960781,2,4.672016200000001,4.031366439,0,2,11,4,2,0,0,0.538336234,1.8477475509999999,0.839942478,3.7619980710000003,20.54948308,3,6.72484605,14.78197574,1,2,0,0,0,0,1,0,-3.533168968,310.3698503,active
17,51,3,2,1,0,0,31.9720724,5.049253995,13.13735625,2,4.645958493999999,4.027923949,0,2,11,4,2,0,0,0.473024638,1.642629194,0.68744361,3.2566927160000003,16.65492896,3,6.673929879,14.81591468,1,2,0,0,0,0,1,0,-3.7286373810000004,279.8556997,active
