bioactivity_class,molecule_chembl_id,canonical_smiles,standard_value,Molecular Weight,Number of Hydrogen Donors,Number of Hydrogen Acceptors,OWPC
active,CHEMBL2181896,C#Cc1cccc(C[C@H](NC(=O)COC)[C@H](O)CN[C@H]2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,7.1,519.6860000000004,3.0,6.0,3.7222000000000017
active,CHEMBL2181895,COCC(=O)N[C@@H](Cc1cccc(-c2nc(C)cs2)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,14.0,592.8060000000003,3.0,8.0,5.172820000000004
active,CHEMBL2181894,COCC(=O)N[C@@H](Cc1cccc(-c2cscn2)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,9.8,578.7790000000003,3.0,8.0,4.864400000000004
active,CHEMBL2181893,COCC(=O)N[C@@H](Cc1cccc(-c2cncs2)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,8.2,578.7790000000003,3.0,8.0,4.864400000000004
active,CHEMBL2181892,COCC(=O)N[C@@H](Cc1cccc(-c2nccs2)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,6.5,578.7790000000003,3.0,8.0,4.864400000000004
active,CHEMBL2181891,COCC(=O)N[C@@H](Cc1cccc(-c2nccn2C)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,5.5,575.7540000000004,3.0,8.0,4.141400000000001
active,CHEMBL2181890,COCC(=O)N[C@@H](Cc1cccc(-c2ncco2)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,12.0,562.7110000000004,3.0,8.0,4.395900000000003
active,CHEMBL2181889,COCC(=O)N[C@@H](Cc1cccc(-c2ccccn2)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,18.0,572.7500000000003,3.0,7.0,4.802900000000004
active,CHEMBL2181888,COCC(=O)N[C@@H](Cc1cccc(-c2ccncc2)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,9.8,572.7500000000003,3.0,7.0,4.802900000000004
active,CHEMBL2181917,C[C@@H](O)C(=O)N[C@@H](Cc1cccc(-c2nccs2)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,3.2,578.7790000000003,4.0,8.0,4.598800000000003
active,CHEMBL2181916,CC(C)(C)Cc1cnc2c(c1)[C@@H](NC[C@@H](O)[C@H](Cc1cccc(-c3nccs3)c1)NC(=O)[C@@H]1CCCO1)CC1(CCC1)O2,9.2,604.817,3.0,8.0,5.397000000000006
active,CHEMBL2181915,CC(C)(C)Cc1cnc2c(c1)[C@@H](NC[C@@H](O)[C@H](Cc1cccc(-c3nccs3)c1)NC(=O)[C@H]1CCCO1)CC1(CCC1)O2,6.3,604.817,3.0,8.0,5.397000000000006
active,CHEMBL2181914,COC(OC)C(=O)N[C@@H](Cc1cccc(-c2nccs2)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,9.8,608.8050000000001,3.0,9.0,4.8369000000000035
active,CHEMBL2181913,CCO[C@H](C)C(=O)N[C@@H](Cc1cccc(-c2nccs2)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,16.0,606.8330000000002,3.0,8.0,5.643000000000006
active,CHEMBL2181912,CO[C@@H](C)C(=O)N[C@@H](Cc1cccc(-c2nccs2)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,7.2,592.8060000000003,3.0,8.0,5.252900000000005
active,CHEMBL2181911,CO[C@H](C)C(=O)N[C@@H](Cc1cccc(-c2nccs2)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,5.5,592.8060000000003,3.0,8.0,5.252900000000005
active,CHEMBL2181910,CCOCC(=O)N[C@@H](Cc1cccc(-c2nccs2)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,5.7,592.8060000000003,3.0,8.0,5.254500000000005
active,CHEMBL2181909,CCC(=O)N[C@@H](Cc1cccc(-c2nccs2)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,11.0,562.7800000000003,3.0,7.0,5.628000000000005
active,CHEMBL2181908,CC(=O)N[C@@H](Cc1cccc(-c2nccs2)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,3.7,548.7530000000004,3.0,7.0,5.237900000000005
active,CHEMBL2181907,C#Cc1ccc(F)c(C[C@H](NC(=O)COC)[C@H](O)CN[C@H]2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,2.9,537.6760000000005,3.0,6.0,3.8613000000000017
active,CHEMBL2181906,C#Cc1cc(F)cc(C[C@H](NC(=O)COC)[C@H](O)CN[C@H]2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,1.9,537.6760000000005,3.0,6.0,3.8613000000000017
active,CHEMBL2181905,C#Cc1cc(C[C@H](NC(=O)COC)[C@H](O)CN[C@H]2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)ccc1F,3.7,537.6760000000005,3.0,6.0,3.8613000000000026
active,CHEMBL2181904,C#Cc1cccc(C[C@H](NC(=O)COC)[C@H](O)CN[C@H]2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1F,11.0,537.6760000000004,3.0,6.0,3.8613000000000017
active,CHEMBL2181903,COCC(=O)N[C@@H](Cc1cc(-c2nccs2)ccc1F)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,9.5,596.7690000000001,3.0,8.0,5.003500000000004
active,CHEMBL2181902,COCC(=O)N[C@@H](Cc1cc(F)cc(-c2nccs2)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,1.9,596.7690000000001,3.0,8.0,5.003500000000004
active,CHEMBL2181901,COCC(=O)N[C@@H](Cc1ccc(F)c(-c2nccs2)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,6.1,596.7690000000001,3.0,8.0,5.003500000000004
active,CHEMBL2181900,COCC(=O)N[C@@H](Cc1cccc(-c2nccs2)c1F)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,71.0,596.7690000000001,3.0,8.0,5.003500000000004
active,CHEMBL2181899,C#Cc1ccc(C[C@H](NC(=O)COC)[C@H](O)CN[C@H]2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)cc1,47.0,519.6860000000005,3.0,6.0,3.722200000000001
active,CHEMBL2181898,COCC(=O)N[C@@H](Cc1ccc(-c2nccs2)cc1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,29.0,578.7790000000003,3.0,8.0,4.864400000000004
active,CHEMBL2181897,CC#Cc1cccc(C[C@H](NC(=O)COC)[C@H](O)CN[C@H]2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,15.0,533.7130000000004,3.0,6.0,4.112300000000002
active,CHEMBL2181896,C#Cc1cccc(C[C@H](NC(=O)COC)[C@H](O)CN[C@H]2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,3.4,519.6860000000004,3.0,6.0,3.7222000000000017
active,CHEMBL2181895,COCC(=O)N[C@@H](Cc1cccc(-c2nc(C)cs2)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,5.7,592.8060000000003,3.0,8.0,5.172820000000004
active,CHEMBL2181894,COCC(=O)N[C@@H](Cc1cccc(-c2cscn2)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,6.9,578.7790000000003,3.0,8.0,4.864400000000004
active,CHEMBL2181893,COCC(=O)N[C@@H](Cc1cccc(-c2cncs2)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,5.2,578.7790000000003,3.0,8.0,4.864400000000004
active,CHEMBL2181892,COCC(=O)N[C@@H](Cc1cccc(-c2nccs2)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,4.1,578.7790000000003,3.0,8.0,4.864400000000004
active,CHEMBL2181891,COCC(=O)N[C@@H](Cc1cccc(-c2nccn2C)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,64.0,575.7540000000004,3.0,8.0,4.141400000000001
active,CHEMBL2181890,COCC(=O)N[C@@H](Cc1cccc(-c2ncco2)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,9.6,562.7110000000004,3.0,8.0,4.395900000000003
active,CHEMBL2181889,COCC(=O)N[C@@H](Cc1cccc(-c2ccccn2)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,9.3,572.7500000000003,3.0,7.0,4.802900000000004
active,CHEMBL2181888,COCC(=O)N[C@@H](Cc1cccc(-c2ccncc2)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,33.0,572.7500000000003,3.0,7.0,4.802900000000004
active,CHEMBL2177470,CC(C)Oc1cc(CN2CC[C@@]3(C[C@@H]2C)CN(C)S(=O)(=O)N3c2cccc(F)c2)ccc1O,100.0,477.6020000000001,1.0,5.0,3.7384000000000035
min effect,CHEMBL2177469,CCOc1cc(CN2CC[C@@]3(C[C@@H]2C)CN(C)S(=O)(=O)N3c2cccc(F)c2)ccc1O,1600.0,463.5750000000001,1.0,5.0,3.349900000000003
active,CHEMBL2177468,C[C@H]1C[C@]2(CCN1Cc1ccc(O)c(Cl)c1)CN(C)S(=O)(=O)N2c1cccc(F)c1,350.0,453.96700000000016,1.0,4.0,3.6046000000000022
active,CHEMBL2177484,C[C@H]1C[C@]2(CCN1Cc1ccc(O)cc1)CN(C)S(=O)(=O)N2c1cccc(F)c1,240.0,419.5220000000001,1.0,4.0,2.951200000000002
active,CHEMBL2177483,CCc1n[nH]c2ccc(CN3CC[C@@]4(C[C@@H]3C)CN(C)S(=O)(=O)N4c3cccc(F)c3)cc12,290.0,471.6020000000001,1.0,4.0,3.684300000000003
active,CHEMBL2177482,C[C@H]1C[C@]2(CCN1Cc1ccc3[nH]ccc3c1)CN(C)S(=O)(=O)N2c1cccc(F)c1,770.0,442.5600000000002,1.0,3.0,3.7269000000000023
min effect,CHEMBL2177481,CC(=O)Nc1ccc(CN2CC[C@@]3(C[C@@H]2C)CN(C)S(=O)(=O)N3c2cccc(F)c2)cc1,7400.0,460.57500000000005,1.0,4.0,3.2040000000000024
inactive,CHEMBL2177480,CC(C)Oc1cccc(CN2CC[C@@]3(C[C@@H]2C)CN(c2ncco2)S(=O)(=O)N3c2cccc(F)c2)c1,10200.0,514.6230000000002,0.0,6.0,4.595600000000005
min effect,CHEMBL2177479,CC(C)Oc1cccc(CN2CC[C@@]3(C[C@@H]2C)CN(c2nccs2)S(=O)(=O)N3c2cccc(F)c2)c1,4100.0,530.6910000000001,0.0,6.0,5.064100000000005
min effect,CHEMBL2177478,CC(C)Oc1cccc(CN2CC[C@@]3(C[C@@H]2C)CN(c2ncccn2)S(=O)(=O)N3c2cccc(F)c2)c1,2500.0,525.6500000000001,0.0,6.0,4.397600000000004
min effect,CHEMBL2177477,CC(C)Oc1cccc(CN2CC[C@@]3(C[C@@H]2C)CN(c2cccnc2)S(=O)(=O)N3c2cccc(F)c2)c1,3600.0,524.6620000000001,0.0,5.0,5.002600000000005
min effect,CHEMBL2177476,CC(C)Oc1cccc(CN2CC[C@@]3(C[C@@H]2C)CN(c2ccncc2)S(=O)(=O)N3c2cccc(F)c2)c1,3000.0,524.6620000000001,0.0,5.0,5.0026000000000055
min effect,CHEMBL2177475,CC(C)Oc1cccc(CN2CC[C@@]3(C[C@@H]2C)CN(C(C)C)S(=O)(=O)N3c2cccc(F)c2)c1,1400.0,489.6570000000001,0.0,4.0,4.811400000000005
min effect,CHEMBL2177473,CC(C)Oc1cccc(CN2CC[C@@]3(C[C@@H]2C)CN(C)S(=O)(=O)N3c2cccc(F)c2)c1,1800.0,461.60300000000007,0.0,4.0,4.0328000000000035
active,CHEMBL2177472,C[C@H]1C[C@]2(CCN1Cc1cccc(-c3ccccc3Cl)c1)CNS(=O)(=O)N2c1cccc(F)c1,710.0,500.0390000000002,1.0,3.0,5.223800000000005
min effect,CHEMBL2177471,C[C@H]1C[C@]2(CCN1Cc1cccc(OC3CCCC3)c1)CNS(=O)(=O)N2c1cccc(F)c1,5300.0,473.61400000000015,1.0,4.0,4.224800000000004
min effect,CHEMBL2177490,CC(C)COc1cccc(CN2CC[C@]3(CNS(=O)(=O)N3c3cccc(F)c3)C[C@@H]2C)c1,7100.0,461.6030000000001,1.0,4.0,3.938200000000003
min effect,CHEMBL2177488,CC(C)Oc1cccc(CN2CC[C@]3(CNS(=O)(=O)N3c3cccc(F)c3)C[C@@H]2C)c1,2900.0,447.57600000000014,1.0,4.0,3.6906000000000025
min effect,CHEMBL2177487,CCOc1cccc(CN2CC[C@]3(CNS(=O)(=O)N3c3cccc(F)c3)C[C@@H]2C)c1,3300.0,433.5490000000001,1.0,4.0,3.302100000000002
active,CHEMBL2177470,CC(C)Oc1cc(CN2CC[C@@]3(C[C@@H]2C)CN(C)S(=O)(=O)N3c2cccc(F)c2)ccc1O,100.0,477.6020000000001,1.0,5.0,3.7384000000000035
min effect,CHEMBL2177469,CCOc1cc(CN2CC[C@@]3(C[C@@H]2C)CN(C)S(=O)(=O)N3c2cccc(F)c2)ccc1O,1200.0,463.5750000000001,1.0,5.0,3.349900000000003
min effect,CHEMBL2177468,C[C@H]1C[C@]2(CCN1Cc1ccc(O)c(Cl)c1)CN(C)S(=O)(=O)N2c1cccc(F)c1,1600.0,453.96700000000016,1.0,4.0,3.6046000000000022
active,CHEMBL2177484,C[C@H]1C[C@]2(CCN1Cc1ccc(O)cc1)CN(C)S(=O)(=O)N2c1cccc(F)c1,270.0,419.5220000000001,1.0,4.0,2.951200000000002
min effect,CHEMBL2177483,CCc1n[nH]c2ccc(CN3CC[C@@]4(C[C@@H]3C)CN(C)S(=O)(=O)N4c3cccc(F)c3)cc12,1100.0,471.6020000000001,1.0,4.0,3.684300000000003
min effect,CHEMBL2177482,C[C@H]1C[C@]2(CCN1Cc1ccc3[nH]ccc3c1)CN(C)S(=O)(=O)N2c1cccc(F)c1,6100.0,442.5600000000002,1.0,3.0,3.7269000000000023
min effect,CHEMBL2177481,CC(=O)Nc1ccc(CN2CC[C@@]3(C[C@@H]2C)CN(C)S(=O)(=O)N3c2cccc(F)c2)cc1,6400.0,460.57500000000005,1.0,4.0,3.2040000000000024
min effect,CHEMBL2177480,CC(C)Oc1cccc(CN2CC[C@@]3(C[C@@H]2C)CN(c2ncco2)S(=O)(=O)N3c2cccc(F)c2)c1,1700.0,514.6230000000002,0.0,6.0,4.595600000000005
min effect,CHEMBL2177479,CC(C)Oc1cccc(CN2CC[C@@]3(C[C@@H]2C)CN(c2nccs2)S(=O)(=O)N3c2cccc(F)c2)c1,2200.0,530.6910000000001,0.0,6.0,5.064100000000005
min effect,CHEMBL2177478,CC(C)Oc1cccc(CN2CC[C@@]3(C[C@@H]2C)CN(c2ncccn2)S(=O)(=O)N3c2cccc(F)c2)c1,1500.0,525.6500000000001,0.0,6.0,4.397600000000004
min effect,CHEMBL2177477,CC(C)Oc1cccc(CN2CC[C@@]3(C[C@@H]2C)CN(c2cccnc2)S(=O)(=O)N3c2cccc(F)c2)c1,3100.0,524.6620000000001,0.0,5.0,5.002600000000005
min effect,CHEMBL2177476,CC(C)Oc1cccc(CN2CC[C@@]3(C[C@@H]2C)CN(c2ccncc2)S(=O)(=O)N3c2cccc(F)c2)c1,4000.0,524.6620000000001,0.0,5.0,5.0026000000000055
min effect,CHEMBL2177475,CC(C)Oc1cccc(CN2CC[C@@]3(C[C@@H]2C)CN(C(C)C)S(=O)(=O)N3c2cccc(F)c2)c1,2300.0,489.6570000000001,0.0,4.0,4.811400000000005
min effect,CHEMBL2177474,CCN1C[C@]2(CCN(Cc3cccc(OC(C)C)c3)[C@@H](C)C2)N(c2cccc(F)c2)S1(=O)=O,1700.0,475.6300000000002,0.0,4.0,4.422900000000004
min effect,CHEMBL2177473,CC(C)Oc1cccc(CN2CC[C@@]3(C[C@@H]2C)CN(C)S(=O)(=O)N3c2cccc(F)c2)c1,2400.0,461.60300000000007,0.0,4.0,4.0328000000000035
min effect,CHEMBL2177472,C[C@H]1C[C@]2(CCN1Cc1cccc(-c3ccccc3Cl)c1)CNS(=O)(=O)N2c1cccc(F)c1,1700.0,500.0390000000002,1.0,3.0,5.223800000000005
inactive,CHEMBL2177471,C[C@H]1C[C@]2(CCN1Cc1cccc(OC3CCCC3)c1)CNS(=O)(=O)N2c1cccc(F)c1,11000.0,473.61400000000015,1.0,4.0,4.224800000000004
inactive,CHEMBL2177490,CC(C)COc1cccc(CN2CC[C@]3(CNS(=O)(=O)N3c3cccc(F)c3)C[C@@H]2C)c1,11200.0,461.6030000000001,1.0,4.0,3.938200000000003
inactive,CHEMBL2177489,CCCOc1cccc(CN2CC[C@]3(CNS(=O)(=O)N3c3cccc(F)c3)C[C@@H]2C)c1,23100.0,447.57600000000014,1.0,4.0,3.6922000000000024
min effect,CHEMBL2177488,CC(C)Oc1cccc(CN2CC[C@]3(CNS(=O)(=O)N3c3cccc(F)c3)C[C@@H]2C)c1,1300.0,447.57600000000014,1.0,4.0,3.6906000000000025
inactive,CHEMBL2177486,COc1cccc(CN2CC[C@]3(CNS(=O)(=O)N3c3cccc(F)c3)C[C@@H]2C)c1,99300.0,419.5220000000001,1.0,4.0,2.912000000000001
min effect,CHEMBL2177487,CCOc1cccc(CN2CC[C@]3(CNS(=O)(=O)N3c3cccc(F)c3)C[C@@H]2C)c1,9500.0,433.5490000000001,1.0,4.0,3.302100000000002
inactive,CHEMBL2177485,C[C@H]1C[C@]2(CCN1Cc1ccccc1)CNS(=O)(=O)N2c1cccc(F)c1,20900.0,389.49600000000015,1.0,3.0,2.9034000000000013
inactive,CHEMBL2181985,N#CC1(OC(=O)[C@H]2C[C@]3(CN2)C(=O)Nc2ccccc23)CCCCC1,25400.0,339.39500000000027,2.0,5.0,2.008079999999999
min effect,CHEMBL2181984,O=C(OC1CCS(=O)(=O)c2ccc(Br)cc21)[C@H]1C[C@]2(CN1)C(=O)Nc1ccccc12,4000.0,491.3630000000002,2.0,6.0,2.4628000000000005
inactive,CHEMBL2181983,O=C(OC1CCSc2ccc(Br)cc21)[C@H]1C[C@]2(CN1)C(=O)Nc1ccccc12,22600.0,459.36500000000024,2.0,5.0,3.781200000000002
min effect,CHEMBL2181982,N#Cc1ccc(COC(=O)[C@H]2C[C@]3(CN2)C(=O)Nc2ccccc23)cc1Br,6260.0,426.27000000000004,2.0,5.0,2.6159800000000004
inactive,CHEMBL2181981,O=C(OCc1ccc(Br)cc1)[C@H]1C[C@]2(CN1)C(=O)Nc1ccccc12,29500.0,401.2600000000001,2.0,4.0,2.744300000000001
inactive,CHEMBL2181980,N#Cc1ccc(COC(=O)[C@H]2C[C@]3(CN2)C(=O)Nc2ccccc23)cc1,12200.0,347.374,2.0,5.0,1.8534799999999994
inactive,CHEMBL2181979,O=C(OCc1ccccc1)[C@H]1C[C@]2(CN1)C(=O)Nc1ccccc12,85700.0,322.36400000000003,2.0,4.0,1.9817999999999996
inactive,CHEMBL2181978,COC(=O)N1CCC(OC(=O)[C@H]2C[C@]3(CN2)C(=O)Nc2ccccc23)CC1,83700.0,373.4090000000001,2.0,6.0,1.0124000000000004
inactive,CHEMBL2181998,O=C(OC1CCOCC1)[C@H]1C[C@]2(CN1)C(=O)Nc1ccccc12,114000.0,316.357,2.0,5.0,0.9606
active,CHEMBL2178143,Cc1cnc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3cc(-c4cccc(C#N)c4)cs3)C2)nc1,29.0,443.5360000000002,2.0,7.0,2.7132700000000005
active,CHEMBL2178719,CN1C(=N)N[C@@]2(c3cc(-c4cccc(C#N)c4)cs3)CN(c3ncc(Cl)cn3)C[C@H]2C1=O,51.0,463.9540000000002,2.0,7.0,3.058250000000001
active,CHEMBL2178718,CN1C(=N)N[C@@]2(c3cc(-c4cccc(C#N)c4)cs3)CN(c3ncc(F)cn3)C[C@H]2C1=O,16.0,447.4990000000002,2.0,7.0,2.5439500000000006
active,CHEMBL2178717,CN1C(=N)N[C@@]2(c3cc(-c4cccc(C#N)c4)cs3)CN(c3ncccn3)C[C@H]2C1=O,31.0,429.5090000000002,2.0,7.0,2.4048500000000006
active,CHEMBL2178715,COc1cccc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3cc(-c4cccc(C#N)c4)cs3)C2)n1,18.0,458.5470000000002,2.0,7.0,3.0184500000000014
active,CHEMBL2178714,CN1C(=N)N[C@@]2(c3cc(-c4cccc(C#N)c4)cs3)CN(c3ccc(F)cn3)C[C@H]2C1=O,22.0,446.5110000000002,2.0,6.0,3.148950000000001
active,CHEMBL2178713,CN1C(=N)N[C@@]2(c3cc(-c4cccc(C#N)c4)cs3)CN(c3ncccc3C#N)C[C@H]2C1=O,48.0,453.53100000000023,2.0,7.0,2.8815300000000015
active,CHEMBL2178712,COc1cccnc1N1C[C@H]2C(=O)N(C)C(=N)N[C@@]2(c2cc(-c3cccc(C#N)c3)cs2)C1,23.0,458.54700000000025,2.0,7.0,3.0184500000000014
active,CHEMBL2178153,CN1C(=N)N[C@@]2(c3cc(-c4cccc(C#N)c4)cs3)CN(c3ccccn3)C[C@H]2C1=O,50.0,428.5210000000002,2.0,6.0,3.009850000000001
active,CHEMBL2178152,CC#Cc1cncc(-c2csc([C@]34CN(c5cccc(OC(C)C)c5)C[C@H]3C(=O)N(C)C(=N)N4)c2)c1,13.0,499.6400000000002,2.0,6.0,4.296770000000003
active,CHEMBL2178151,CC(C)Oc1cccc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3cc(-c4cccc(C#N)c4)cs3)C2)c1,308.0,485.61300000000017,2.0,6.0,4.402050000000003
active,CHEMBL2178150,CN1C(=N)N[C@@]2(c3cc(-c4cccc(C#N)c4)cs3)CN(c3ccc(F)cc3)C[C@H]2C1=O,191.0,445.5230000000002,2.0,5.0,3.7539500000000023
active,CHEMBL2178147,CC#Cc1cncc(-c2csc([C@]34CN(C(=O)c5cccc(F)c5)C[C@H]3C(=O)N(C)C(=N)N4)c2)c1,8.0,487.5600000000001,2.0,5.0,3.2844700000000016
active,CHEMBL2178146,CN1C(=N)N[C@@]2(c3cc(-c4ccc(F)c(C#N)c4)cs3)CN(C(=O)c3cccc(F)c3)C[C@H]2C1=O,20.0,491.52300000000025,2.0,5.0,3.528850000000003
active,CHEMBL2178145,CN1C(=N)N[C@@]2(c3cc(-c4cccc(C#N)c4)cs3)CN(C(=O)c3ccccc3)C[C@H]2C1=O,19.0,455.54300000000023,2.0,5.0,3.250650000000002
active,CHEMBL221597,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)c1,20.0,581.7040000000002,3.0,5.0,5.035820000000005
active,CHEMBL2178144,CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(C)=O)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCc1cccc(C(=O)O)c1,91.0,757.9510000000002,8.0,9.0,2.5047000000000033
inactive,CHEMBL2181985,N#CC1(OC(=O)[C@H]2C[C@]3(CN2)C(=O)Nc2ccccc23)CCCCC1,11000.0,339.39500000000027,2.0,5.0,2.008079999999999
min effect,CHEMBL2181984,O=C(OC1CCS(=O)(=O)c2ccc(Br)cc21)[C@H]1C[C@]2(CN1)C(=O)Nc1ccccc12,1000.0,491.3630000000002,2.0,6.0,2.4628000000000005
min effect,CHEMBL2181983,O=C(OC1CCSc2ccc(Br)cc21)[C@H]1C[C@]2(CN1)C(=O)Nc1ccccc12,6000.0,459.36500000000024,2.0,5.0,3.781200000000002
min effect,CHEMBL2181982,N#Cc1ccc(COC(=O)[C@H]2C[C@]3(CN2)C(=O)Nc2ccccc23)cc1Br,2000.0,426.27000000000004,2.0,5.0,2.6159800000000004
min effect,CHEMBL2181980,N#Cc1ccc(COC(=O)[C@H]2C[C@]3(CN2)C(=O)Nc2ccccc23)cc1,7000.0,347.374,2.0,5.0,1.8534799999999994
inactive,CHEMBL2181979,O=C(OCc1ccccc1)[C@H]1C[C@]2(CN1)C(=O)Nc1ccccc12,33000.0,322.36400000000003,2.0,4.0,1.9817999999999996
inactive,CHEMBL2181978,COC(=O)N1CCC(OC(=O)[C@H]2C[C@]3(CN2)C(=O)Nc2ccccc23)CC1,14000.0,373.4090000000001,2.0,6.0,1.0124000000000004
inactive,CHEMBL2181998,O=C(OC1CCOCC1)[C@H]1C[C@]2(CN1)C(=O)Nc1ccccc12,32000.0,316.357,2.0,5.0,0.9606
inactive,CHEMBL2181997,COC(=O)[C@H]1C[C@]2(CN1)C(=O)Nc1ccccc12,242000.0,246.26600000000002,2.0,4.0,0.41139999999999965
inactive,CHEMBL2181988,O=C1Nc2ccccc2[C@]12CCNC2,1100000.0,188.22999999999993,2.0,2.0,0.8697999999999999
min effect,CHEMBL2177306,NC1=N[C@@](c2ccnc(C(F)(F)F)c2)(c2ccc(F)c(-c3cncnc3)c2)c2cccc(F)c21,7000.0,467.4010000000001,1.0,5.0,4.846400000000003
active,CHEMBL2177305,CCn1cc([C@]2(c3cccc(NC(=O)c4ccc(Cl)cn4)c3)N=C(N)c3c(F)cccc32)cc(C)c1=O,0.15,515.9760000000002,2.0,6.0,4.627220000000003
active,CHEMBL2177304,CCn1cc([C@]2(c3cccc(C#CC4CC4)c3)N=C(N)c3c(F)cccc32)cc(C)c1=O,0.76,425.5070000000002,1.0,4.0,4.088020000000003
active,CHEMBL2177303,CC#Cc1cncc(-c2cccc([C@@]3(c4cc(C)c(=O)n(CC)c4)N=C(N)c4c(F)cc(F)cc43)c2)c1,0.38,494.5450000000002,1.0,5.0,4.899020000000003
active,CHEMBL2152903,CC#Cc1cncc(-c2cccc([C@@]3(c4cc(C)c(=O)n(CC)c4)N=C(N)c4c(F)cccc43)c2)c1,0.16,476.5550000000002,1.0,5.0,4.759920000000003
active,CHEMBL2177302,CCn1cc(C2(c3cccc(-c4cncc(C#N)c4)c3)N=C(N)c3c(F)cccc32)cc(C)c1=O,1.84,463.51600000000025,1.0,6.0,4.260200000000002
active,CHEMBL2177301,CCn1cc(C2(c3cccc(-c4cncc(F)c4)c3)N=C(N)c3c(F)cccc32)cc(C)c1=O,3.98,456.4960000000002,1.0,5.0,4.527620000000003
active,CHEMBL2177920,CCn1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)cc(C)c1=O,9.09,439.49400000000026,1.0,6.0,3.783520000000002
active,CHEMBL2177919,Cc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)cn(C)c1=O,11.4,425.46700000000016,1.0,6.0,3.3006200000000003
active,CHEMBL2177918,COc1c(C)cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)cc1C#N,3.4,449.4890000000002,1.0,6.0,4.482200000000002
