bioactivity_class,molecule_chembl_id,canonical_smiles,standard_value,Molecular Weight,Number of Hydrogen Donors,Number of Hydrogen Acceptors,OWPC
active,CHEMBL2177917,COc1c(C)cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)nc1C,2.92,439.4940000000002,1.0,6.0,4.313940000000002
active,CHEMBL2177916,COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)cc1,12.5,410.45200000000017,1.0,5.0,4.302100000000002
active,CHEMBL2177915,CC#Cc1cncc(-c2cccc(C3(c4ccnc(C(F)F)c4)N=C(N)c4c(F)cccc43)c2)c1,2.97,468.48200000000014,1.0,4.0,5.602500000000004
active,CHEMBL2177914,NC1=N[C@@](c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)F)c2)c2cc(F)cc(F)c21,8.64,449.4110000000001,1.0,5.0,4.765200000000003
active,CHEMBL2177913,NC1=N[C@@](c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)F)c2)c2cccc(F)c21,16.7,431.4210000000001,1.0,5.0,4.626100000000003
active,CHEMBL2177912,NC1=NC(c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)F)c2)c2cccc(F)c21,17.0,431.4210000000001,1.0,5.0,4.626100000000003
active,CHEMBL2177911,COc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)ccn1,21.5,411.44000000000017,1.0,6.0,3.6971000000000007
active,CHEMBL2177113,NC1=NC(c2cccc(-c3cncnc3)c2)(c2ccnc(C3CC3)c2)c2cccc(F)c21,18.4,421.4790000000002,1.0,5.0,4.565900000000004
active,CHEMBL2177910,Cc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)cc(C)n1,10.7,409.46800000000013,1.0,5.0,4.305340000000002
active,CHEMBL2177909,NC1=N[C@](c2ccnc(C(F)(F)F)c2)(c2ccc(F)c(-c3cncnc3)c2)c2cccc(F)c21,22.1,467.4010000000001,1.0,5.0,4.846400000000003
active,CHEMBL2177908,NC1=NC(c2ccnc(C(F)(F)F)c2)(c2ccc(F)c(-c3cncnc3)c2)c2cccc(F)c21,29.3,467.4010000000001,1.0,5.0,4.846400000000003
active,CHEMBL2177907,N#Cc1cncc(-c2cccc(C3(c4ccnc(C(F)(F)F)c4)N=C(N)c4c(F)cccc43)c2)c1,29.9,473.4330000000001,1.0,5.0,5.183980000000003
active,CHEMBL2177906,NC1=NC(c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)(F)F)c2)c2cccc(F)c21,43.1,449.4110000000001,1.0,5.0,4.707300000000003
active,CHEMBL2177905,NC1=NC(c2ccncc2)(c2cccc(-c3cncc(F)c3)c2)c2cccc(F)c21,25.6,398.4160000000001,1.0,4.0,4.4326000000000025
active,CHEMBL2177904,NC1=N[C@](c2ccncc2)(c2cccc(-c3cncnc3)c2)c2cccc(F)c21,8.25,381.4140000000001,1.0,5.0,3.688500000000003
active,CHEMBL2177309,NC1=NC(c2ccncc2)(c2cccc(-c3cncnc3)c2)c2cccc(F)c21,11.4,381.4140000000001,1.0,5.0,3.688500000000003
active,CHEMBL2177308,NC1=NC(c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)(F)F)c2)c2ccccc21,2.1,431.4210000000001,1.0,5.0,4.568200000000003
active,CHEMBL2177307,NC1=NC(c2ccncc2)(c2cccc(-c3cncnc3)c2)c2ccccc21,90.3,363.4240000000001,1.0,5.0,3.549400000000003
active,CHEMBL2177305,CCn1cc([C@]2(c3cccc(NC(=O)c4ccc(Cl)cn4)c3)N=C(N)c3c(F)cccc32)cc(C)c1=O,2.49,515.9760000000002,2.0,6.0,4.627220000000003
active,CHEMBL2177304,CCn1cc([C@]2(c3cccc(C#CC4CC4)c3)N=C(N)c3c(F)cccc32)cc(C)c1=O,6.08,425.5070000000002,1.0,4.0,4.088020000000003
active,CHEMBL2177303,CC#Cc1cncc(-c2cccc([C@@]3(c4cc(C)c(=O)n(CC)c4)N=C(N)c4c(F)cc(F)cc43)c2)c1,2.59,494.5450000000002,1.0,5.0,4.899020000000003
active,CHEMBL2152903,CC#Cc1cncc(-c2cccc([C@@]3(c4cc(C)c(=O)n(CC)c4)N=C(N)c4c(F)cccc43)c2)c1,2.44,476.5550000000002,1.0,5.0,4.759920000000003
active,CHEMBL2177302,CCn1cc(C2(c3cccc(-c4cncc(C#N)c4)c3)N=C(N)c3c(F)cccc32)cc(C)c1=O,8.26,463.51600000000025,1.0,6.0,4.260200000000002
active,CHEMBL2177301,CCn1cc(C2(c3cccc(-c4cncc(F)c4)c3)N=C(N)c3c(F)cccc32)cc(C)c1=O,12.9,456.4960000000002,1.0,5.0,4.527620000000003
active,CHEMBL2177920,CCn1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)cc(C)c1=O,15.5,439.49400000000026,1.0,6.0,3.783520000000002
active,CHEMBL2177919,Cc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)cn(C)c1=O,60.8,425.46700000000016,1.0,6.0,3.3006200000000003
active,CHEMBL2177918,COc1c(C)cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)cc1C#N,41.7,449.4890000000002,1.0,6.0,4.482200000000002
active,CHEMBL2177917,COc1c(C)cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)nc1C,78.5,439.4940000000002,1.0,6.0,4.313940000000002
active,CHEMBL2177916,COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)cc1,135.0,410.45200000000017,1.0,5.0,4.302100000000002
active,CHEMBL2177915,CC#Cc1cncc(-c2cccc(C3(c4ccnc(C(F)F)c4)N=C(N)c4c(F)cccc43)c2)c1,6.49,468.48200000000014,1.0,4.0,5.602500000000004
active,CHEMBL2177914,NC1=N[C@@](c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)F)c2)c2cc(F)cc(F)c21,36.2,449.4110000000001,1.0,5.0,4.765200000000003
active,CHEMBL2177913,NC1=N[C@@](c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)F)c2)c2cccc(F)c21,35.1,431.4210000000001,1.0,5.0,4.626100000000003
active,CHEMBL2177912,NC1=NC(c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)F)c2)c2cccc(F)c21,42.8,431.4210000000001,1.0,5.0,4.626100000000003
active,CHEMBL2177911,COc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)ccn1,401.0,411.44000000000017,1.0,6.0,3.6971000000000007
active,CHEMBL2177113,NC1=NC(c2cccc(-c3cncnc3)c2)(c2ccnc(C3CC3)c2)c2cccc(F)c21,86.4,421.4790000000002,1.0,5.0,4.565900000000004
min effect,CHEMBL2177910,Cc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)cc(C)n1,1380.0,409.46800000000013,1.0,5.0,4.305340000000002
active,CHEMBL2177909,NC1=N[C@](c2ccnc(C(F)(F)F)c2)(c2ccc(F)c(-c3cncnc3)c2)c2cccc(F)c21,125.0,467.4010000000001,1.0,5.0,4.846400000000003
active,CHEMBL2177908,NC1=NC(c2ccnc(C(F)(F)F)c2)(c2ccc(F)c(-c3cncnc3)c2)c2cccc(F)c21,198.0,467.4010000000001,1.0,5.0,4.846400000000003
active,CHEMBL2177907,N#Cc1cncc(-c2cccc(C3(c4ccnc(C(F)(F)F)c4)N=C(N)c4c(F)cccc43)c2)c1,253.0,473.4330000000001,1.0,5.0,5.183980000000003
active,CHEMBL2177906,NC1=NC(c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)(F)F)c2)c2cccc(F)c21,241.0,449.4110000000001,1.0,5.0,4.707300000000003
active,CHEMBL2177905,NC1=NC(c2ccncc2)(c2cccc(-c3cncc(F)c3)c2)c2cccc(F)c21,137.0,398.4160000000001,1.0,4.0,4.4326000000000025
active,CHEMBL2177904,NC1=N[C@](c2ccncc2)(c2cccc(-c3cncnc3)c2)c2cccc(F)c21,124.0,381.4140000000001,1.0,5.0,3.688500000000003
active,CHEMBL2177309,NC1=NC(c2ccncc2)(c2cccc(-c3cncnc3)c2)c2cccc(F)c21,158.0,381.4140000000001,1.0,5.0,3.688500000000003
active,CHEMBL2177308,NC1=NC(c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)(F)F)c2)c2ccccc21,134.0,431.4210000000001,1.0,5.0,4.568200000000003
active,CHEMBL2177307,NC1=NC(c2ccncc2)(c2cccc(-c3cncnc3)c2)c2ccccc21,500.0,363.4240000000001,1.0,5.0,3.549400000000003
inactive,CHEMBL2177311,COc1ccc(C2(c3cccc(-c4cccc(Cl)c4)c3)COC(N)=N2)cc1,18000.0,378.85900000000015,1.0,4.0,4.6041000000000025
inactive,CHEMBL2177313,COc1ccc(C2(c3cccc(-c4cncnc4)c3)COC(N)=N2)cc1,13000.0,346.39000000000016,1.0,6.0,2.7406999999999995
inactive,CHEMBL2177310,COc1ccc(C2(c3cccc(-c4cc(Cl)ccc4F)c3)COC(N)=N2)cc1,12000.0,396.84900000000016,1.0,4.0,4.743200000000004
inactive,CHEMBL2177313,COc1ccc(C2(c3cccc(-c4cncnc4)c3)COC(N)=N2)cc1,11400.0,346.39000000000016,1.0,6.0,2.7406999999999995
inactive,CHEMBL2177341,COc1ccc2c(c1)[C@@]1(COC(N)=N1)c1cc(-c3cncnc3)ccc1O2,10400.0,360.37300000000005,1.0,7.0,2.846400000000001
min effect,CHEMBL2177314,COc1ccc(C2(c3cccc(-c4ccc(F)nc4)c3)COC(N)=N2)cc1,8300.0,363.3920000000001,1.0,5.0,3.484800000000001
min effect,CHEMBL2177314,COc1ccc(C2(c3cccc(-c4ccc(F)nc4)c3)COC(N)=N2)cc1,8200.0,363.3920000000001,1.0,5.0,3.484800000000001
min effect,CHEMBL2177312,COc1ccc(C2(c3cccc(-c4cccnc4)c3)COC(N)=N2)cc1,7460.0,345.40200000000016,1.0,5.0,3.345700000000001
min effect,CHEMBL2177321,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3ccccc3C)ccc1O2,7020.0,372.4240000000001,1.0,5.0,4.364820000000003
min effect,CHEMBL2177329,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cccc(Cl)c3F)ccc1O2,6750.0,410.83200000000005,1.0,5.0,4.848900000000003
min effect,CHEMBL2177328,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cccc(OC(F)(F)F)c3)ccc1O2,6410.0,442.3930000000001,1.0,6.0,4.955000000000004
min effect,CHEMBL2177337,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3ccnc(Cl)c3)ccc1O2,5800.0,393.8300000000001,1.0,6.0,4.104800000000003
min effect,CHEMBL2177312,COc1ccc(C2(c3cccc(-c4cccnc4)c3)COC(N)=N2)cc1,5500.0,345.40200000000016,1.0,5.0,3.345700000000001
min effect,CHEMBL2177319,CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncccc21,5280.0,395.5030000000002,3.0,5.0,2.5258000000000003
min effect,CHEMBL2177315,COc1ccc(C2(c3cccc(-c4cccnc4F)c3)COC(N)=N2)cc1,5100.0,363.3920000000001,1.0,5.0,3.4848000000000017
min effect,CHEMBL2177327,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3ccc(OC(F)(F)F)cc3)ccc1O2,5060.0,442.3930000000001,1.0,6.0,4.955000000000004
min effect,CHEMBL2177324,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3ccccc3Cl)ccc1O2,4880.0,392.84200000000004,1.0,5.0,4.709800000000003
min effect,CHEMBL2177322,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cccc(C)c3)ccc1O2,4540.0,372.4240000000001,1.0,5.0,4.364820000000003
min effect,CHEMBL2177331,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cc(Cl)ccc3F)ccc1O2,4290.0,410.83200000000005,1.0,5.0,4.848900000000003
min effect,CHEMBL2177321,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3ccccc3C)ccc1O2,4220.0,372.4240000000001,1.0,5.0,4.364820000000003
min effect,CHEMBL2177338,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3ccncc3)ccc1O2,3900.0,359.38500000000005,1.0,6.0,3.4514000000000014
min effect,CHEMBL2177333,COc1ccc(F)c(-c2ccc3c(c2)C2(COC(N)=N2)c2cc(OC)ccc2O3)c1,3720.0,406.4130000000002,1.0,6.0,4.204100000000003
min effect,CHEMBL2177327,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3ccc(OC(F)(F)F)cc3)ccc1O2,3690.0,442.3930000000001,1.0,6.0,4.955000000000004
min effect,CHEMBL2177323,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3ccc(C)cc3)ccc1O2,3630.0,372.4240000000001,1.0,5.0,4.364820000000003
min effect,CHEMBL2177334,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cc(Cl)c(C)cc3F)ccc1O2,3210.0,424.8590000000001,1.0,5.0,5.157320000000004
min effect,CHEMBL2177334,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cc(Cl)c(C)cc3F)ccc1O2,2980.0,424.8590000000001,1.0,5.0,5.157320000000004
min effect,CHEMBL2177315,COc1ccc(C2(c3cccc(-c4cccnc4F)c3)COC(N)=N2)cc1,2850.0,363.3920000000001,1.0,5.0,3.4848000000000017
min effect,CHEMBL2177338,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3ccncc3)ccc1O2,2820.0,359.38500000000005,1.0,6.0,3.4514000000000014
min effect,CHEMBL2177328,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cccc(OC(F)(F)F)c3)ccc1O2,2760.0,442.3930000000001,1.0,6.0,4.955000000000004
min effect,CHEMBL2177320,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3ccccc3)ccc1O2,2520.0,358.39700000000005,1.0,5.0,4.056400000000003
min effect,CHEMBL2177325,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cccc(Cl)c3)ccc1O2,2510.0,392.84200000000004,1.0,5.0,4.709800000000003
min effect,CHEMBL2177324,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3ccccc3Cl)ccc1O2,2470.0,392.84200000000004,1.0,5.0,4.709800000000003
min effect,CHEMBL2177326,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3ccc(Cl)cc3)ccc1O2,2420.0,392.84200000000004,1.0,5.0,4.709800000000003
min effect,CHEMBL2177330,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3ccc(Cl)cc3F)ccc1O2,2240.0,410.83200000000005,1.0,5.0,4.848900000000003
min effect,CHEMBL2177332,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cccc(OC)c3F)ccc1O2,2230.0,406.4130000000001,1.0,6.0,4.204100000000002
min effect,CHEMBL2177337,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3ccnc(Cl)c3)ccc1O2,2110.0,393.8300000000001,1.0,6.0,4.104800000000003
min effect,CHEMBL2177311,COc1ccc(C2(c3cccc(-c4cccc(Cl)c4)c3)COC(N)=N2)cc1,2060.0,378.85900000000015,1.0,4.0,4.6041000000000025
min effect,CHEMBL2177326,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3ccc(Cl)cc3)ccc1O2,2020.0,392.84200000000004,1.0,5.0,4.709800000000003
min effect,CHEMBL2177335,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cccnc3F)ccc1O2,2000.0,377.37500000000006,1.0,6.0,3.5905000000000014
min effect,CHEMBL2177310,COc1ccc(C2(c3cccc(-c4cc(Cl)ccc4F)c3)COC(N)=N2)cc1,1950.0,396.84900000000016,1.0,4.0,4.743200000000004
min effect,CHEMBL2177318,CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(Cl)cc21,1880.0,429.94800000000026,3.0,5.0,3.1792000000000016
min effect,CHEMBL2177323,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3ccc(C)cc3)ccc1O2,1780.0,372.4240000000001,1.0,5.0,4.364820000000003
min effect,CHEMBL2177316,NC1=N[C@](c2ccc(OC(F)F)cc2)(c2cccc(-c3cccnc3F)c2)CO1,1700.0,399.3720000000001,1.0,5.0,4.077600000000003
min effect,CHEMBL2177322,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cccc(C)c3)ccc1O2,1670.0,372.4240000000001,1.0,5.0,4.364820000000003
min effect,CHEMBL2177330,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3ccc(Cl)cc3F)ccc1O2,1560.0,410.83200000000005,1.0,5.0,4.848900000000003
min effect,CHEMBL2177339,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cncnc3)ccc1O2,1430.0,360.37300000000005,1.0,7.0,2.846400000000001
min effect,CHEMBL2177336,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cnccc3F)ccc1O2,1330.0,377.37500000000006,1.0,6.0,3.5905000000000014
min effect,CHEMBL2177316,NC1=N[C@](c2ccc(OC(F)F)cc2)(c2cccc(-c3cccnc3F)c2)CO1,1210.0,399.3720000000001,1.0,5.0,4.077600000000003
min effect,CHEMBL2177320,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3ccccc3)ccc1O2,1180.0,358.39700000000005,1.0,5.0,4.056400000000003
min effect,CHEMBL2177329,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cccc(Cl)c3F)ccc1O2,1170.0,410.83200000000005,1.0,5.0,4.848900000000003
active,CHEMBL2177318,CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(Cl)cc21,957.0,429.94800000000026,3.0,5.0,3.1792000000000016
active,CHEMBL2177336,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cnccc3F)ccc1O2,900.0,377.37500000000006,1.0,6.0,3.5905000000000014
active,CHEMBL2177332,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cccc(OC)c3F)ccc1O2,900.0,406.4130000000001,1.0,6.0,4.204100000000002
active,CHEMBL2177319,CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncccc21,804.0,395.5030000000002,3.0,5.0,2.5258000000000003
active,CHEMBL2177335,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cccnc3F)ccc1O2,800.0,377.37500000000006,1.0,6.0,3.5905000000000014
active,CHEMBL2177333,COc1ccc(F)c(-c2ccc3c(c2)C2(COC(N)=N2)c2cc(OC)ccc2O3)c1,740.0,406.4130000000002,1.0,6.0,4.204100000000003
active,CHEMBL2177340,COc1ccc2c(c1)[C@]1(COC(N)=N1)c1cc(-c3cncnc3)ccc1O2,534.0,360.37300000000005,1.0,7.0,2.846400000000001
active,CHEMBL2177339,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cncnc3)ccc1O2,410.0,360.37300000000005,1.0,7.0,2.846400000000001
active,CHEMBL2177331,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cc(Cl)ccc3F)ccc1O2,280.0,410.83200000000005,1.0,5.0,4.848900000000003
active,CHEMBL2177325,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cccc(Cl)c3)ccc1O2,130.0,392.84200000000004,1.0,5.0,4.709800000000003
active,CHEMBL2177340,COc1ccc2c(c1)[C@]1(COC(N)=N1)c1cc(-c3cncnc3)ccc1O2,107.0,360.37300000000005,1.0,7.0,2.846400000000001
active,CHEMBL2177317,CCc1cnc2c(c1)[C@@H](NC[C@@H](O)[C@H](Cc1ccccc1)NC(C)=O)CC1(CCC1)O2,91.0,423.55700000000024,3.0,5.0,3.0882000000000014
active,CHEMBL2177342,CCCOc1ccc2c(c1)[C@]1(COC(N)=N1)c1cc(-c3cncnc3)ccc1O2,52.0,388.427,1.0,7.0,3.6266000000000016
active,CHEMBL2177317,CCc1cnc2c(c1)[C@@H](NC[C@@H](O)[C@H](Cc1ccccc1)NC(C)=O)CC1(CCC1)O2,39.0,423.55700000000024,3.0,5.0,3.0882000000000014
active,CHEMBL2177343,CC(C)COc1ccc2c(c1)[C@]1(COC(N)=N1)c1cc(-c3cncnc3)ccc1O2,36.0,402.45400000000006,1.0,7.0,3.872600000000002
active,CHEMBL2177342,CCCOc1ccc2c(c1)[C@]1(COC(N)=N1)c1cc(-c3cncnc3)ccc1O2,16.0,388.427,1.0,7.0,3.6266000000000016
active,CHEMBL2030997,CC(=O)N[C@@H](Cc1ccc(F)cc1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,10.0,483.62800000000044,3.0,5.0,4.253500000000003
active,CHEMBL2177343,CC(C)COc1ccc2c(c1)[C@]1(COC(N)=N1)c1cc(-c3cncnc3)ccc1O2,8.0,402.45400000000006,1.0,7.0,3.872600000000002
active,CHEMBL2151151,CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,6.0,465.6380000000004,3.0,5.0,4.114400000000003
active,CHEMBL2177107,CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)C)cc21,5.0,451.61100000000033,3.0,5.0,3.724300000000002
active,CHEMBL2030997,CC(=O)N[C@@H](Cc1ccc(F)cc1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,5.0,483.62800000000044,3.0,5.0,4.253500000000003
active,CHEMBL2177107,CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)C)cc21,4.0,451.61100000000033,3.0,5.0,3.724300000000002
active,CHEMBL2151151,CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,3.0,465.6380000000004,3.0,5.0,4.114400000000003
active,CHEMBL2180015,CC#Cc1ccnc(-c2cc(C3(C4CC4)N=C(C)C(N)=N3)ccc2O)c1,100.0,344.418,2.0,5.0,3.2201000000000004
active,CHEMBL2180014,CC#Cc1cncc(-c2cc(C3(C4CC4)N=C(C)C(N)=N3)ccc2O)c1,58.0,344.418,2.0,5.0,3.2201000000000004
active,CHEMBL2180037,CC#Cc1cncc(-c2cccc(C3(C4CC4)N=C(C)C(N)=N3)c2)c1,190.0,328.41900000000004,1.0,4.0,3.514500000000001
min effect,CHEMBL2180036,COc1cccc(-c2cccc(C3(C4CCN(C(C)=O)CC4)N=C(C)C(N)=N3)c2)c1,1700.0,404.5140000000002,1.0,5.0,3.6052000000000017
min effect,CHEMBL2180035,COc1cccc(-c2cccc(C3(C4CCOCC4)N=C(C)C(N)=N3)c2)c1,4000.0,363.461,1.0,5.0,3.7733000000000017
active,CHEMBL2180034,CC1=NC(c2cccc(-c3cccnc3)c2)(C2CCCCC2)N=C1N,660.0,332.45100000000014,1.0,4.0,4.313400000000002
active,CHEMBL2180033,CC1=NC(c2cccc(-c3cncc(Cl)c3)c2)(C2CC2)N=C1N,690.0,324.8150000000001,1.0,4.0,3.7965000000000027
active,CHEMBL2180032,CC1=N[C@@](Cc2ccccc2)(c2cccc(-c3cncnc3)c2)N=C1N,710.0,341.41800000000006,1.0,5.0,3.370800000000001
active,CHEMBL2180031,CC#Cc1cncc(-c2cccc(C3(c4cc(C)c(OC)c(C)c4)N=C(C)C(N)=N3)c2)c1,14.0,422.53200000000015,1.0,5.0,4.778240000000003
active,CHEMBL2180030,COc1c(C)cc([C@@]2(c3cccc(-c4cncnc4)c3)N=C(C)C(N)=N2)cc1C,24.0,385.4710000000002,1.0,6.0,3.801840000000001
active,CHEMBL2180029,COc1c(C)cc([C@]2(c3cccc(-c4cncnc4)c3)N=C(C)C(N)=N2)cc1C,400.0,385.4710000000002,1.0,6.0,3.801840000000001
active,CHEMBL2180028,COc1c(C)cc(C2(c3cccc(-c4cncnc4)c3)N=C(C)C(N)=N2)cc1C,49.0,385.4710000000002,1.0,6.0,3.801840000000001
active,CHEMBL2180027,COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(C)C(N)=N2)cc1C,170.0,371.4440000000002,1.0,6.0,3.4934200000000013
active,CHEMBL2180026,COc1ccc(C2(c3cccc(-c4cccnc4)c3)N=C(C)C(N)=N2)cc1,810.0,356.42900000000014,1.0,5.0,3.790000000000002
min effect,CHEMBL2180025,COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(C)C(N)=N2)cc1,1300.0,357.41700000000014,1.0,6.0,3.1850000000000005
min effect,CHEMBL2180024,CC1=NC(c2ccc(F)cc2)(c2cccc(-c3cccnc3)c2)N=C1N,1400.0,344.3930000000001,1.0,4.0,3.9205000000000023
min effect,CHEMBL2180023,COc1cccc(-c2cccc(C3(c4ccncc4)N=C(C)C(N)=N3)c2)c1,2800.0,356.4290000000001,1.0,5.0,3.790000000000002
min effect,CHEMBL2180022,CC1=NC(c2ccccc2)(c2cccc(-c3cccnc3)c2)N=C1N,1900.0,326.403,1.0,4.0,3.781400000000003
min effect,CHEMBL2180021,COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)C(C(C)C)=N2)cc1,2800.0,385.4710000000002,1.0,6.0,3.821100000000002
min effect,CHEMBL2180019,CC1=NC(C)(c2cccc(-c3cccnc3)c2)N=C1N,4300.0,264.332,1.0,4.0,2.753
min effect,CHEMBL2180018,COc1cccc(-c2cccc(C3(C)N=C(C)C(N)=N3)c2)c1,2200.0,293.36999999999995,1.0,4.0,3.366600000000001
inactive,CHEMBL2180017,CC(C)C1=NC(C)(c2cccc(-c3cccnc3)c2)N=C1N,32000.0,292.3860000000001,1.0,4.0,3.389100000000001
active,CHEMBL2180015,CC#Cc1ccnc(-c2cc(C3(C4CC4)N=C(C)C(N)=N3)ccc2O)c1,130.0,344.418,2.0,5.0,3.2201000000000004
active,CHEMBL2180014,CC#Cc1cncc(-c2cc(C3(C4CC4)N=C(C)C(N)=N3)ccc2O)c1,61.0,344.418,2.0,5.0,3.2201000000000004
active,CHEMBL2180037,CC#Cc1cncc(-c2cccc(C3(C4CC4)N=C(C)C(N)=N3)c2)c1,79.0,328.41900000000004,1.0,4.0,3.514500000000001
active,CHEMBL2180036,COc1cccc(-c2cccc(C3(C4CCN(C(C)=O)CC4)N=C(C)C(N)=N3)c2)c1,800.0,404.5140000000002,1.0,5.0,3.6052000000000017
min effect,CHEMBL2180035,COc1cccc(-c2cccc(C3(C4CCOCC4)N=C(C)C(N)=N3)c2)c1,3000.0,363.461,1.0,5.0,3.7733000000000017
min effect,CHEMBL2180034,CC1=NC(c2cccc(-c3cccnc3)c2)(C2CCCCC2)N=C1N,1400.0,332.45100000000014,1.0,4.0,4.313400000000002
active,CHEMBL2180033,CC1=NC(c2cccc(-c3cncc(Cl)c3)c2)(C2CC2)N=C1N,310.0,324.8150000000001,1.0,4.0,3.7965000000000027
min effect,CHEMBL2180032,CC1=N[C@@](Cc2ccccc2)(c2cccc(-c3cncnc3)c2)N=C1N,2600.0,341.41800000000006,1.0,5.0,3.370800000000001
active,CHEMBL2180031,CC#Cc1cncc(-c2cccc(C3(c4cc(C)c(OC)c(C)c4)N=C(C)C(N)=N3)c2)c1,26.0,422.53200000000015,1.0,5.0,4.778240000000003
active,CHEMBL2180030,COc1c(C)cc([C@@]2(c3cccc(-c4cncnc4)c3)N=C(C)C(N)=N2)cc1C,12.0,385.4710000000002,1.0,6.0,3.801840000000001
