,HD,HA,logP,MW,sum,bioactivity_class,molecule_chembl_id,canonical_smiles,Molecular Weight,Number of Hydrogen Donors,Number of Hydrogen Acceptors,OWPC,pIC50
6609,0,0,0,0,0,active,CHEMBL3895166,COc1ccc2c(c1)C1(NC(N)N(C)C1=O)C1(CCc3ccccc3CC1)C2,377.488,2,4,2.3159,7.329754147
6610,0,0,0,0,0,active,CHEMBL3980777,COCCOc1ccc2c(c1)C1(N=C(N)N(C)C1=O)C1(CCc3ccccc3CC1)C2,419.525,1,5,2.8153,7.943095149
6611,0,0,0,0,0,active,CHEMBL3896653,COCCOc1ccc2c(c1)[C@@]1(N=C(N)N(C)C1=O)C1(CCc3ccccc3CC1)C2,419.525,1,5,2.8153,8.200659451
6613,0,0,0,0,0,active,CHEMBL4113098,CN1C(=O)[C@]2(N=C1N)c1cc(OCC3CC3)ccc1CC21CCc2ccccc2CC1,415.537,1,4,3.5789,8.013228266
6614,0,0,0,0,0,active,CHEMBL3916104,CN1C(=O)C2(N=C1N)c1cc(-c3cccnc3F)ccc1CC21CCc2ccccc2CC1,440.522,1,4,3.9912,7.718966633
6615,0,0,0,0,0,active,CHEMBL3938722,CC(C)N1C(=O)C2(NC1N)c1ccccc1CC21CCc2ccccc2CC1,375.516,2,3,3.0859,6.247183569
6616,0,0,0,0,0,active,CHEMBL3903963,CC#Cc1ccc2c(c1)C1(NC(N)N(C(C)C)C1=O)C1(CCc3ccccc3CC1)C2,413.565,2,3,3.4573,7.039053804
6617,0,0,0,0,0,active,CHEMBL3907226,CC(C)N1C(=O)C2(NC1N)c1cc(OCC3CC3)ccc1CC21CCc2ccccc2CC1,445.607,2,4,3.8747,7.100726813
6618,0,0,0,0,0,active,CHEMBL3922042,CCOc1ccc2c(c1)C1(NC(N)N(C(C)C)C1=O)C1(CCc3ccccc3CC1)C2,419.569,2,4,3.4846,7.316052869
6619,0,0,0,0,0,active,CHEMBL3939930,COCCN1C(=O)C2(N=C1N)c1cc(-c3cccnc3F)ccc1CC21CCc2ccccc2CC1,484.575,1,5,4.0078,8.200659451
6620,0,0,0,0,0,active,CHEMBL3969469,COCCN1C(=O)C2(N=C1N)c1cc(-c3cncc(F)c3)ccc1CC21CCc2ccccc2CC1,484.575,1,5,4.0078,8.091514981
6621,0,0,0,0,0,active,CHEMBL3952078,COCCN1C(=O)NC2(C1=O)c1cc(C#N)ccc1CC21CCc2ccccc2CC1,415.493,1,4,3.07328,7.793174124
6622,0,0,0,0,0,active,CHEMBL3925501,CN1C(=O)C2(N=C1N)c1cc(-c3cccnc3)ccc1OC21CCc2ccccc2CC1,424.504,1,5,3.4408,8.060480747
6623,0,0,0,0,0,active,CHEMBL3953152,CN1C(=O)C2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1OC21CCc2ccccc2CC1,448.526,1,5,3.91748,6.86998805
6624,0,0,0,0,0,active,CHEMBL3930915,CN1C(=O)C2(N=C1N)c1cc(-c3ccccc3)ccc1OC21CCc2ccccc2CC1,423.516,1,4,4.0458,7.63638802
6625,0,0,0,0,0,active,CHEMBL3961892,CC#Cc1ccc2c(c1)C1(N=C(N)N(C)C1=O)C1(CCc3ccccc3CC1)O2,385.467,1,4,2.7502,7.829738285
6626,0,0,0,0,0,active,CHEMBL3906323,CN1C(=O)C2(N=C1N)c1cc(CCC3CC3)ccc1OC21CCc2ccccc2CC1,415.537,1,4,3.7214,8.167491087
6627,0,0,0,0,0,active,CHEMBL3934305,CN1C(=O)C2(N=C1N)c1ccccc1OC21CCc2ccccc2CC1,347.418,1,4,2.3788,6.730020323
6628,0,0,0,0,0,active,CHEMBL3947036,CN1C(=O)C2(N=C1N)c1cc(Br)ccc1OC21CCc2ccccc2CC1,426.314,1,4,3.1413,7.27083521
6629,0,0,0,0,0,active,CHEMBL3955763,CN1C(=O)C2(NC1N)c1cc(OCC3CC3)ccc1OC21CCc2ccccc2CC1,419.525,2,5,2.6848,8.387216143
6630,0,0,0,0,0,active,CHEMBL3931664,CN1C(=O)C2(NC1N)c1cc(OCC(F)(F)F)ccc1OC21CCc2ccccc2CC1,447.457,2,5,2.8371,8.15490196
6631,0,0,0,0,0,active,CHEMBL3904617,CC(C)N1C(=O)C2(N=C1N)c1cc(Br)ccc1OC21CCc2ccccc2CC1,454.368,1,4,3.9199,6.738975166
6632,0,0,0,0,0,active,CHEMBL3949804,CC#Cc1ccc2c(c1)C1(N=C(N)N(C(C)C)C1=O)C1(CCc3ccccc3CC1)O2,413.521,1,4,3.5288,6.532836034
6634,0,0,0,0,0,active,CHEMBL3952447,COC1CCC2(CC1)Cc1ccc(Br)cc1C21NC(N)N(C2COC2)C1=O,436.35,2,5,1.8488,7.253365801
6635,0,0,0,0,0,active,CHEMBL3922254,COC1CCC2(CC1)Cc1ccc(Br)cc1C21NC(=S)N(C2CCOCC2)C1=O,479.44,1,4,3.6716,7.09420412
6636,0,0,0,0,0,active,CHEMBL3940250,COC1CCC2(CC1)Cc1ccc(Br)cc1C21NC(=S)N(N(C)C)C1=O,438.391,1,4,2.9692,6.240181123
6637,0,0,0,0,0,active,CHEMBL3897461,COC1CCC2(CC1)Cc1ccc(Br)cc1C21NC(=S)N(C2CCN(C)CC2)C1=O,492.483,1,4,3.5868,6.273517303
6640,0,0,0,0,0,active,CHEMBL3966505,COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21CCSC(N)=N1,380.557,1,4,4.2265,7.101823517
6641,0,0,0,1,1,inactive,CHEMBL3895197,COC1CCC2(CC1)Oc1ccc(Br)cc1C21CCSC(N)=N1,397.338,1,5,3.8162,4.522878745
6642,0,0,0,1,1,active,CHEMBL3955360,[C-]#[N+]c1cccc(-c2ccc3c(c2)C2(CCSC(N)=N2)C2(CCC(OC)CC2)O3)c1,419.55,1,5,5.27149,6.136558171
6643,0,0,0,1,1,inactive,CHEMBL3927467,NC1=NC2(CCS1)c1cc(Br)ccc1CC21CCc2ccccc2CC1,427.411,1,3,5.2175,4.710857164
6647,0,0,0,0,0,active,CHEMBL3902253,COC1CCC2(CC1)Cc1ccc(-c3cc(F)cc(Cl)c3)cc1C21CN(CC(F)(F)F)C(N)=N1,495.948,1,4,5.6655,6.468904453
6649,0,0,0,0,0,inactive,CHEMBL3941103,CC(=O)N1CCC2(CC1)Oc1ccc(Br)cc1C21N=C(N)N(C)C1=O,407.268,1,5,1.2046,4.869666232
6651,0,0,0,0,0,active,CHEMBL3985554,Cc1noc2c1CC1(CC2)Cc2ccc(Br)cc2C12N=C(N)N(C)O2,403.28,1,6,2.82142,6.684449466
6652,0,0,0,0,0,active,CHEMBL3956888,Cc1noc2c1CC1(CC2)Cc2ccc(-c3cccc(C#N)c3)cc2C12N=C(N)N(C)O2,425.492,1,7,3.5976,8.075720714
6653,0,0,0,0,0,active,CHEMBL3919005,Cc1noc2c1CC1(CC2)Cc2ccc(-c3cccnc3)cc2C12N=C(N)N(C)O2,401.47,1,7,3.12092,7.232102384
6654,0,0,0,0,0,active,CHEMBL3894514,Cc1noc2c1CC1(CC2)Cc2ccc(-c3cncc(Cl)c3)cc2C12N=C(N)N(C)O2,435.915,1,7,3.77432,8.15490196
6655,0,0,0,0,0,active,CHEMBL3947739,Cc1onc2c1CC1(CC2)Cc2ccc(Br)cc2C12N=C(N)N(C)O2,403.28,1,6,2.82142,8.207608311
6656,0,0,0,0,0,active,CHEMBL3977008,CN1OC2(N=C1N)c1cc(C3CC3)ccc1CC21CCc2ccccc2CC1,373.5,1,4,4.03,6.891773344
6658,0,0,0,0,0,active,CHEMBL3977679,CN1OC2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21CCc2cnncc2CC1,436.519,1,7,3.48128,6.056901377
6661,0,0,0,0,0,active,CHEMBL3961810,CN1OC2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21CCS(=O)(=O)CC1,422.51,1,7,2.32088,6.1590788
6663,0,0,0,0,0,active,CHEMBL3972700,Cc1onc2c1CC1(CC2)Cc2ccc(Br)cc2C12N=C(N)N(C)C2=O,415.291,1,5,2.45892,7.777283529
6664,0,0,0,0,0,active,CHEMBL3896483,Cc1onc2c1CC1(CC2)Cc2ccc(-c3cccc(C#N)c3)cc2C12N=C(N)N(C)C2=O,437.503,1,6,3.2351,8.853871964
6665,0,0,0,0,0,active,CHEMBL3983916,Cc1onc2c1CC1(CC2)Cc2ccc(-c3cc(F)cc(Cl)c3)cc2C12N=C(N)N(C)C2=O,464.928,1,5,4.15592,8.958607315
6666,0,0,0,0,0,active,CHEMBL3947174,Cc1onc2c1CC1(CC2)Cc2ccc(-c3cccnc3)cc2C12N=C(N)N(C)C2=O,413.481,1,6,2.75842,8.102372909
6667,0,0,0,0,0,active,CHEMBL3896483,Cc1onc2c1CC1(CC2)Cc2ccc(-c3cccc(C#N)c3)cc2C12N=C(N)N(C)C2=O,437.503,1,6,3.2351,8.920818754
6668,0,0,0,0,0,active,CHEMBL3955907,Cc1onc2c1CC1(CC2)Cc2ccc(-c3cncc(Cl)c3)cc2C12N=C(N)N(C)C2=O,447.926,1,6,3.41182,7.879426069
6669,0,0,0,0,0,active,CHEMBL3924839,Cc1onc2c1CC1(CC2)Cc2ccc(C#CC3CC3)cc2C12N=C(N)N(C)C2=O,400.482,1,5,2.45792,8.552841969
6670,0,0,0,0,0,active,CHEMBL3961222,Cc1onc2c1CC1(CC2)Cc2ccc(C#CC3CC3)cc2C12N=C(N)N(C)O2,388.471,1,6,2.82042,7.777283529
6672,0,0,0,0,0,active,CHEMBL4109522,Cc1nn(C)c2c1CC1(CC2)Cc2ccc(-c3cc(F)cc(Cl)c3)cc2C12N=C(N)N(C)O2,465.96,1,6,4.26392,7.173925197
6673,0,0,0,0,0,active,CHEMBL3939631,CN1C(=O)C2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21Cc2cnncc2C1,420.476,1,6,2.33858,6.060730414
6674,0,0,0,0,0,inactive,CHEMBL3911653,CN1C(=O)C2(CC3(CC=CC3)c3ccc(Br)cc32)N=C1S,363.28,1,2,3.3937,4.869666232
6675,0,0,0,0,0,active,CHEMBL3896388,COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(NC(C)=O)N(C)C1=O,419.525,1,4,2.739,7.575118363
6677,0,0,0,0,0,active,CHEMBL3946731,COC1CCC2(CC1)Cc1ccc(C3=CC(O)CC3)cc1C21N=C(N)N(C)C1=O,395.503,2,5,2.3382,7.480172006
6678,0,0,0,0,0,active,CHEMBL3896307,COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1[C@@]21N=C(N)N(C)C1=O,377.488,1,4,2.5616,6.158953535
6679,0,0,0,0,0,active,CHEMBL4110500,COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1[C@]21N=C(N)N(C)C1=O,377.488,1,4,2.5616,8.657577319
6680,0,0,0,0,0,active,CHEMBL3946818,COC1CCC2(CC1)Cc1ccc(-c3cc(Cl)cc(Cl)c3)cc1[C@@]21N=C(N)N(C)C1=O,458.389,1,4,4.7739,6.218891164
6681,0,0,0,0,0,active,CHEMBL4110527,COC1CCC2(CC1)Cc1ccc(-c3cc(Cl)cc(Cl)c3)cc1[C@]21N=C(N)N(C)C1=O,458.389,1,4,4.7739,8.37675071
6682,0,0,0,0,0,active,CHEMBL3656186,CCC(C)N1C(=O)C2(N=C1N)c1cc(C#N)ccc1C[C@]21CC[C@@H](OC)CC1,380.492,1,5,2.84048,6.562883907
6683,0,0,0,0,0,active,CHEMBL3656187,CCCCN1C(=O)C2(N=C1N)c1cc(C#N)ccc1CC21CCC(OC)CC1,380.492,1,5,2.84208,7.368556231
6684,0,0,0,0,0,active,CHEMBL3941263,COCCOc1ccc2c(c1)[C@@]1(N=C(N)N(C)C1=O)C1(CCC(OC)CC1)C2,387.48,1,6,1.8253,6.017502631
6685,0,0,0,0,0,active,CHEMBL4114390,COCCOc1ccc2c(c1)[C@]1(N=C(N)N(C)C1=O)C1(CCC(OC)CC1)C2,387.48,1,6,1.8253,8.142667504
6686,0,0,0,0,0,active,CHEMBL3656188,CCCN1C(=O)C2(N=C1N)c1cc(C#N)ccc1CC21CCC(OC)CC1,366.465,1,5,2.45198,7.003926346
6687,0,0,0,0,0,active,CHEMBL3656189,COCCOc1ccc2c(c1)C1(N=C(N)N(C(C)C)C1=O)C1(CCC(OC)CC1)C2,415.534,1,6,2.6039,7.059981845
6688,0,0,0,0,0,active,CHEMBL3922515,COC1CCC2(CC1)Cc1ccc(OCC3CC3(F)F)cc1C21N=C(N)N(C(C)C)C1=O,447.526,1,5,3.6127,7.673664139
6689,0,0,0,0,0,active,CHEMBL3910301,CO[C@H]1CC[C@]2(CC1)Cc1ccc(CC3CCCCC3)cc1C21N=C(N)N(C)O1,397.563,1,5,4.2854,7.117475462
6690,0,0,0,0,0,active,CHEMBL3656191,CCCc1ccc2c(c1)C1(N=C(N)N(C)O1)[C@]1(CC[C@H](OC)CC1)C2,343.471,1,5,3.1151,7.032452024
6691,0,0,0,0,0,active,CHEMBL3969552,CO[C@H]1CC[C@]2(CC1)Cc1ccc(CC(C)C)cc1C21N=C(N)N(C)O1,357.498,1,5,3.3611,7.106793247
6692,0,0,0,0,0,active,CHEMBL3985399,CO[C@H]1CC[C@]2(CC1)Cc1ccc(CC(C)C)cc1C21N=C(N)N(C(C)C)C1=O,397.563,1,4,3.7772,7.106793247
6693,0,0,0,0,0,active,CHEMBL3924654,CO[C@H]1CC[C@]2(CC1)Cc1ccc(CCc3ccccc3)cc1C21N=C(N)N(C)O1,405.542,1,5,3.9478,6.394694954
6694,0,0,0,0,0,active,CHEMBL3656195,CCCCCc1ccc2c(c1)C1(N=C(N)N(C)O1)[C@]1(CC[C@H](OC)CC1)C2,371.525,1,5,3.8953,7.525783736
6695,0,0,0,0,0,active,CHEMBL3656196,CCCc1ccc2c(c1)C1(N=C(N)N(C(C)C)C1=O)[C@]1(CC[C@H](OC)CC1)C2,383.536,1,4,3.5312,7.26520017
6696,0,0,0,0,0,active,CHEMBL3979334,CO[C@H]1CC[C@]2(CC1)Cc1ccc(CC3CCCCC3)cc1C21N=C(N)N(C(C)C)C1=O,437.628,1,4,4.7015,7.353596274
6697,0,0,0,0,0,active,CHEMBL3917982,CO[C@H]1CC[C@]2(CC1)Cc1ccc(CCc3ccccc3)cc1C21N=C(N)N(C(C)C)C1=O,445.607,1,4,4.3639,6.726304412
6698,0,0,0,0,0,active,CHEMBL3889964,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C(C)C)cc1C21N=C(N)N(C)O1,343.471,1,5,3.286,6.840733669
6699,0,0,0,0,0,active,CHEMBL3975135,CO[C@H]1CC[C@]2(CC1)Cc1ccc(CCC(C)C)cc1C21N=C(N)N(C(C)C)C1=O,411.59,1,4,4.1673,7.567030709
6700,0,0,0,0,0,active,CHEMBL3907808,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C(C)C)cc1C21N=C(N)N(C(C)C)C1=O,383.536,1,4,3.7021,6.827105302
6701,0,0,0,0,0,active,CHEMBL3656202,CCc1ccc2c(c1)C1(N=C(N)N(C(C)C)C1=O)[C@]1(CC[C@H](OC)CC1)C2,369.509,1,4,3.1411,6.700492701
6702,0,0,0,0,0,active,CHEMBL3920806,CO[C@H]1CC[C@]2(CC1)Cc1ccc(CCC(C)C)cc1C21N=C(N)N(C)O1,371.525,1,5,3.7512,7.801342913
6703,0,0,0,0,0,active,CHEMBL3656204,CCc1ccc2c(c1)C1(N=C(N)N(C)O1)[C@]1(CC[C@H](OC)CC1)C2,329.444,1,5,2.725,6.283078927
6704,0,0,0,0,0,active,CHEMBL3656205,CCCCCc1ccc2c(c1)C1(N=C(N)N(C(C)C)C1=O)[C@]1(CC[C@H](OC)CC1)C2,411.59,1,4,4.3114,7.408935393
6705,0,0,0,0,0,active,CHEMBL3896298,COc1ccc(COc2ccc3c(c2)C2(N=C(N)N(C)O2)[C@]2(CC[C@H](OC)CC2)C3)cc1,437.54,1,7,3.7502,6.093126465
6706,0,0,0,0,0,active,CHEMBL3933242,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OC(C)C)cc1C21N=C(N)N(C)O1,359.47,1,6,2.9498,6.768020973
6707,0,0,0,0,0,active,CHEMBL3982045,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CCC3)cc1C21N=C(N)N(C(C)C)C1=O,425.573,1,5,3.7576,7.46470588
6708,0,0,0,0,0,active,CHEMBL3915571,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C3CCCC3)cc1C21N=C(N)N(C(C)C)C1=O,409.574,1,4,4.2363,6.89279003
6709,0,0,0,0,0,active,CHEMBL3656210,CCCCc1ccc2c(c1)C1(N=C(N)N(C(C)C)C1=O)[C@]1(CC[C@H](OC)CC1)C2,397.563,1,4,3.9213,7.318758763
6710,0,0,0,0,0,active,CHEMBL3909616,CO[C@H]1CC[C@]2(CC1)Cc1ccc(CC(C)(C)C)cc1C21N=C(N)N(C(C)C)C1=O,411.59,1,4,4.1673,6.573488739
6711,0,0,0,0,0,active,CHEMBL3656212,COc1cccc(-c2ccc3c(c2)C2(N=C(N)N(C)C2=O)[C@]2(CC[C@H](OC(C)C)CC2)C3)c1,447.579,1,5,4.2543,7.214670165
6712,0,0,0,0,0,active,CHEMBL3934938,CO[C@H]1CC[C@]2(CC1)Cc1ccc(CCC(C)C)cc1C21N=C(N)N(CC(F)F)C1=O,433.543,1,4,4.024,8.045757491
6713,0,0,0,0,0,active,CHEMBL3919628,CO[C@H]1CC[C@]2(CC1)Cc1ccc(CCC(C)C)cc1C21N=C(N)N(CC(F)(F)F)C1=O,451.533,1,4,4.3212,7.113509275
6714,0,0,0,0,0,active,CHEMBL3656215,COCCN1C(=O)C2(N=C1N)c1cc(CCC(C)C)ccc1C[C@]21CC[C@@H](OC)CC1,427.589,1,5,3.4053,8.045757491
6715,0,0,0,0,0,active,CHEMBL3656216,CCN1C(=O)C2(N=C1N)c1cc(CCC(C)C)ccc1C[C@]21CC[C@@H](OC)CC1,397.563,1,4,3.7788,8.096910013
6716,0,0,0,0,0,active,CHEMBL3898784,CO[C@H]1CC[C@]2(CC1)Cc1ccc(CCC(C)C)cc1C21N=C(N)N(C)C1=O,383.536,1,4,3.3887,8
6717,0,0,0,0,0,active,CHEMBL3905234,COC1CCC2(CC1)Cc1ccc(OCc3ccccc3)cc1C21N=C(N)N(C)O1,407.514,1,6,3.7416,6.050609993
6718,0,0,0,0,0,active,CHEMBL3656218,COc1cccc(-c2ccc3c(c2)C2(N=C(N)N(C)O2)[C@]2(CC[C@](C)(O)CC2)C3)c1,407.514,2,6,3.5742,6.056950889
6719,0,0,0,0,0,active,CHEMBL3974295,CO[C@H]1CC[C@]2(CC1)Cc1cc(F)c(OCC(F)(F)F)cc1C21N=C(N)N(C)O1,417.403,1,6,3.2428,7.27572413
6720,0,0,0,0,0,active,CHEMBL3907602,COC1CCC2(CC1)Cc1ccc(-c3cnc(C)s3)cc1C21N=C(N)N(C)C1=O,410.543,1,6,3.23202,7.853871964
6721,0,0,0,0,0,active,CHEMBL3939118,COC1CCC2(CC1)Cc1ccc(OC3CCCC3)cc1C21NC(N)N(C)C1=O,399.535,2,5,2.6387,6.160521953
6722,0,0,0,0,0,active,CHEMBL3904430,CN1C(=O)[C@@]2(N=C1N)c1cc(C#CC3CC3)ccc1C[C@]21CC[C@@H](OC(F)F)CC1,413.468,1,4,3.1544,6.53165267
6723,0,0,0,0,0,active,CHEMBL4113931,CN1C(=O)[C@]2(N=C1N)c1cc(C#CC3CC3)ccc1C[C@]21CC[C@@H](OC(F)F)CC1,413.468,1,4,3.1544,8.619788758
6724,0,0,0,0,0,active,CHEMBL3979180,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)N(CC(=O)O)C1=O,421.497,2,5,2.0164,8.301029996
6725,0,0,0,0,0,active,CHEMBL3941308,COC1CCC2(CC1)Cc1ccc(OCC3CC3)cc1C21NC(N)N(CCF)C1=O,417.525,2,5,2.4458,8.167491087
6726,0,0,0,0,0,active,CHEMBL3975061,COC1CCC2(CC1)Cc1ccc(OCC3CC3)cc1C21NC(N)N(CC(F)F)C1=O,435.515,2,5,2.7414,8.045757491
6727,0,0,0,0,0,active,CHEMBL3924326,CCCc1ccc2c(c1)C1(NC(=O)N(CCF)C1=O)C1(CCC(OC)CC1)C2,388.483,1,3,3.4872,7.795880017
6728,0,0,0,0,0,active,CHEMBL3955352,COC1CCC2(CC1)Cc1ccc(OCC3CC3)cc1C21NC(=S)N(CCC(F)(F)F)C1=O,482.568,1,4,4.4713,8
6729,0,0,0,0,0,active,CHEMBL3929053,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3ncco3)cc1C21N=C(N)N(CCF)C1=O,412.465,1,6,2.7948,6.89279003
6730,0,0,0,0,0,active,CHEMBL3889795,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3nccs3)cc1C21N=C(N)N(CCF)C1=O,428.533,1,6,3.2633,6.93930216
6731,0,0,0,0,0,active,CHEMBL3961260,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Cl)cc1C21N=C(N)N(C(C)C)C1=O,375.9,1,4,3.2321,6.772113295
6732,0,0,0,0,0,active,CHEMBL3902306,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3ncc(C)s3)cc1C21N=C(N)N(CC(F)(F)F)C1=O,478.54,1,6,4.16452,6.494850022
6733,0,0,0,0,0,active,CHEMBL3952033,CCCSc1ccc2c(c1)C1(N=C(N)N(CCOC)C1=O)C1(CCC(OC)CC1)C2,431.602,1,6,3.3188,8.050609993
6734,0,0,0,0,0,active,CHEMBL3656225,COCCN1C(=O)C2(N=C1N)c1cc(OC(F)F)ccc1C[C@]21CC[C@@H](OC)CC1,423.46,1,6,2.4181,6.89279003
6735,0,0,0,0,0,active,CHEMBL3915818,COC1CCC2(CC1)Cc1ccc(Sc3ccccc3)cc1C21NC(N)N(C)C1=O,423.582,2,5,3.4685,7.397940009
6736,0,0,0,0,0,active,CHEMBL3983050,COCCN1C(=O)C2(C=C1N)c1cc(C3CC3)ccc1C[C@]21CC[C@@H](OC)CC1,396.531,1,4,3.222,6.764471553
6737,0,0,0,0,0,active,CHEMBL3656227,COCCN1C(=O)C2(N=C1N)c1cc(Cl)ccc1C[C@]21CC[C@@H](OC)CC1,391.899,1,5,2.4701,7.055517328
6738,0,0,0,1,1,active,CHEMBL3930777,COCCO[C@H]1CC[C@]2(CC1)Cc1ccc(Cl)cc1C21N=C(N)N(C)C1=O,391.899,1,5,2.4701,6.211831629
6740,0,0,0,0,0,active,CHEMBL3939788,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Cl)cc1C21N=C(N)N(CC(F)F)C1=O,397.853,1,4,3.0888,6.860120914
6741,0,0,0,0,0,active,CHEMBL3918820,CCCNc1ccc2c(c1)C1(N=C(N)N(C)C1=O)C1(CCC(OC)CC1)C2,370.497,2,5,2.622,8.397940009
6742,0,0,0,0,0,active,CHEMBL3915238,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)N(CC(N)=O)C1=O,420.513,2,5,1.4171,7.958607315
6743,0,0,0,0,0,active,CHEMBL3916361,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)N(CC(=O)OC(C)C)C1=O,463.578,1,6,2.8834,8.346787486
6744,0,0,0,0,0,active,CHEMBL3986110,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)N(CCC(=O)OC(C)C)C1=O,477.605,1,6,3.2735,7.677780705
6745,0,0,0,0,0,active,CHEMBL3925344,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)N(Cc2nnc(C)s2)C1=O,475.618,1,7,3.29192,8.026872146
6746,0,0,0,0,0,active,CHEMBL3893841,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Cl)cc1C21N=C(N)N(C)O1,335.835,1,5,2.816,6.673664139
6747,0,0,0,0,0,active,CHEMBL3923021,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#N)cc1C21N=C(N)N(C)O1,326.4,1,6,2.03428,6.804100348
6748,0,0,0,0,0,active,CHEMBL3905707,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cnc(C)nc3)cc1C21N=C(N)N(C(C)C)C1=O,433.556,1,6,3.34412,7.638272164
6749,0,0,0,0,0,active,CHEMBL3966983,CO[C@H]1CC[C@]2(CC1)Cc1ccc(N3CCCC3=O)cc1C21N=C(N)N(C)C1=O,396.491,1,5,1.9269,6.958607315
6750,0,0,0,0,0,active,CHEMBL3930246,COCCOc1ccc2c(c1)C1(N=C(N)N(CC(F)(F)F)C1=O)[C@]1(CC[C@H](OC)CC1)C2,455.477,1,6,2.7578,7.113509275
6751,0,0,0,0,0,active,CHEMBL3946645,COC1CCC2(CC1)Cc1ccc(NC(=O)c3ccccn3)cc1C21N=C(N)N(C)C1=O,433.512,2,6,2.4474,7.920818754
6752,0,0,0,0,0,active,CHEMBL3952491,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC(F)(F)F)cc1C21N=C(N)N(CCF)C1=O,443.441,1,5,3.0809,7.602059991
6753,0,0,0,0,0,active,CHEMBL3981271,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC(F)(F)F)cc1C21N=C(N)N(CC(F)(F)F)C1=O,479.421,1,5,3.6737,7.468521083
6754,0,0,0,0,0,active,CHEMBL3979923,COC1CCC2(CC1)Cc1ccc(N3CCC(F)(F)C3)cc1C21NC(N)N(C)C1=O,420.504,2,5,2.1627,7.522878745
6755,0,0,0,0,0,active,CHEMBL3977470,CN1C(=O)C2(N=C1N)c1cc(CCC3CC3)ccc1C[C@]21CC[C@@H](OC(F)F)CC1,417.5,1,4,3.7355,6.826813732
6756,0,0,0,0,0,active,CHEMBL3906842,CN1C(=O)C2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1C[C@]21CC[C@@H](OC(F)F)CC1,450.489,1,5,3.93158,6.753009301
6757,0,0,0,0,0,active,CHEMBL3946221,CN1C(=O)C2(N=C1N)c1cc(OCC(F)(F)F)ccc1C[C@]21CC[C@@H](OC(F)F)CC1,447.404,1,5,3.334,8.096910013
6759,0,0,0,0,0,active,CHEMBL4115521,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CC3)cc1[C@]21N=C(N)N(CC(F)(F)F)C1=O,451.489,1,5,3.5214,8.15490196
6761,0,0,0,0,0,active,CHEMBL3967914,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC(C)C)cc1C21N=C(N)N(CC(F)(F)F)C1=O,453.505,1,5,3.7674,7.931814138
6763,0,0,0,0,0,active,CHEMBL3656246,CN1C(=O)[C@]2(N=C1N)c1ccccc1CC21CCc2ccccc2CC1,345.446,1,3,2.7901,6.772884917
6764,0,0,0,0,0,active,CHEMBL3656247,CN1C(=O)[C@]2(N=C1N)c1cc(C#N)ccc1CC21CCc2ccccc2CC1,370.456,1,4,2.66178,7.22184875
6766,0,0,0,0,0,active,CHEMBL3953496,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CCC3)cc1C21N=C(N)N(CC(F)(F)F)C1=O,465.516,1,5,3.9115,6.872247484
6767,0,0,0,0,0,active,CHEMBL3986229,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cc(C#N)cs3)cc1C21N=C(N)N(C(C)C)C1=O,448.592,1,6,4.17888,6.60119227
6768,0,0,0,0,0,active,CHEMBL3969581,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3ccc(C#N)s3)cc1C21N=C(N)N(C(C)C)C1=O,448.592,1,6,4.17888,6.262250926
